"id","id","category_id","attribute_key","attribute_value","language","created_at","updated_at","created_by","updated_by"
932,5572,932,meta_keywords,Produk Lainnya Olahraga Halodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
932,5591,932,meta_title,Others,bahasa_indonesia,"2025-05-30 18:19:03","2025-05-30 18:19:03",CC Token,CC Token
932,5573,932,name,Lainnya,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
932,5575,932,name,Others,english,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
932,5590,932,seo_url,"",english,"2025-05-30 18:19:03","2025-05-30 18:19:03",CC Token,CC Token
931,5570,931,meta_description,Dapatkan informasi Produk Sports Pain Relief paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
931,5568,931,meta_keywords,Produk Pereda Nyeri Olahraga Halodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
931,5589,931,meta_title,Pain Relief,bahasa_indonesia,"2025-05-30 18:18:37","2025-05-30 18:18:37",CC Token,CC Token
931,5569,931,name,Pereda Nyeri,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
931,5571,931,name,Pain Relief,english,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
931,5588,931,seo_url,"",english,"2025-05-30 18:18:37","2025-05-30 18:18:37",CC Token,CC Token
930,5566,930,meta_description,Dapatkan informasi Produk Sports Sport Energy paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-06-05 16:54:57",Dev,CC Token
930,5564,930,meta_keywords,Produk Sport Energy Olahraga Halodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-06-05 16:54:57",Dev,CC Token
930,5587,930,meta_title,Sport Energy,bahasa_indonesia,"2025-05-30 18:17:46","2025-06-05 16:54:57",CC Token,CC Token
930,5565,930,name,Sport Energy,bahasa_indonesia,"2025-05-23 11:28:09","2025-06-05 16:54:57",Dev,CC Token
930,5567,930,name,Sport Energy,english,"2025-05-23 11:28:09","2025-06-05 16:54:57",Dev,CC Token
930,5586,930,seo_url,"",english,"2025-05-30 18:17:46","2025-05-30 18:17:46",CC Token,CC Token
933,5578,933,meta_description,Dapatkan informasi Produk Sports Suncare paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
933,5576,933,meta_keywords,Produk Suncare Olahraga Halodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
933,5593,933,meta_title,Suncare,bahasa_indonesia,"2025-05-30 18:19:23","2025-05-30 18:19:23",CC Token,CC Token
933,5577,933,name,Suncare,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
933,5579,933,name,Suncare,english,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
933,5592,933,seo_url,"",english,"2025-05-30 18:19:23","2025-05-30 18:19:23",CC Token,CC Token
929,5562,929,meta_description,Dapatkan informasi Produk Sports Supplements paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
929,5560,929,meta_keywords,Produk Suplemen Olahraga Halodoc,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
929,5585,929,meta_title,Supplements,bahasa_indonesia,"2025-05-30 18:17:16","2025-05-30 18:17:16",CC Token,CC Token
929,5561,929,name,Suplemen,bahasa_indonesia,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
929,5563,929,name,Supplements,english,"2025-05-23 11:28:09","2025-05-23 11:28:09",Dev,Dev
929,5584,929,seo_url,"",english,"2025-05-30 18:17:16","2025-05-30 18:17:16",CC Token,CC Token
928,5558,928,meta_description,Dapatkan informasi Produk Sports Workout paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2025-05-23 11:28:08","2025-05-23 11:28:08",Dev,Dev
928,5556,928,meta_keywords,Produk Workout Olahraga Halodoc,bahasa_indonesia,"2025-05-23 11:28:08","2025-05-23 11:28:08",Dev,Dev
928,5583,928,meta_title,Workout,bahasa_indonesia,"2025-05-30 18:14:56","2025-05-30 18:14:56",CC Token,CC Token
928,5557,928,name,Workout,bahasa_indonesia,"2025-05-23 11:28:08","2025-05-23 11:28:08",Dev,Dev
928,5559,928,name,Workout,english,"2025-05-23 11:28:08","2025-05-23 11:28:08",Dev,Dev
928,5582,928,seo_url,"",english,"2025-05-30 18:14:56","2025-05-30 18:14:56",CC Token,CC Token
900,5377,900,meta_description,Temukan Alat Penunjang paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter Order obat di Halodoc ? #TenangMenjaga,bahasa_indonesia,"2024-10-29 17:27:15","2024-10-29 17:27:15",Dev,Dev
900,5374,900,meta_keywords,Produk Alat Penunjang Halodoc,bahasa_indonesia,"2024-10-29 17:27:15","2024-10-29 17:27:15",Dev,Dev
900,5383,900,meta_title,Support Equipment,bahasa_indonesia,"2024-10-29 17:29:33","2024-10-29 17:29:33",CC Token,CC Token
900,5375,900,name,Alat Penunjang,bahasa_indonesia,"2024-10-29 17:27:15","2024-10-29 17:27:15",Dev,Dev
900,5376,900,name,Support Equipment,english,"2024-10-29 17:27:15","2024-10-29 17:27:15",Dev,Dev
900,5382,900,seo_url,"",english,"2024-10-29 17:29:33","2024-10-29 17:29:33",CC Token,CC Token
517,4754,517,blibli_category_ids,"",bahasa_indonesia,"2024-01-15 16:47:09","2024-01-15 16:47:09",CC Token,CC Token
517,3002,517,meta_description,Dapatkan informasi Produk Swisse Semurah Harga Ecommerce Pilihan paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ✓ Order obat di Halodoc ✓ #TenangAdaHalodoc,bahasa_indonesia,"2023-07-25 10:05:12","2025-07-21 13:25:02",Dev,CC Token
517,3003,517,meta_keywords,Produk Rekomendasi Swisse Semurah Harga Ecommerce Perawatan Halodoc,bahasa_indonesia,"2023-07-25 10:05:12","2025-07-21 13:25:02",Dev,CC Token
517,3008,517,meta_title,Swisse Semurah Harga Ecommerce,bahasa_indonesia,"2023-07-25 10:24:26","2025-07-21 13:25:02",CC Token,CC Token
517,3001,517,name,Swisse Semurah Harga Ecommerce,bahasa_indonesia,"2023-07-25 10:05:12","2025-07-21 13:25:02",Dev,CC Token
517,3004,517,name,Swisse Semurah Harga Ecommerce,english,"2023-07-25 10:05:12","2025-07-21 13:25:02",Dev,CC Token
517,3007,517,seo_url,"",english,"2023-07-25 10:24:26","2024-01-15 16:47:09",CC Token,CC Token
517,4755,517,tokopedia_category_ids,"",bahasa_indonesia,"2024-01-15 16:47:09","2024-01-15 16:47:09",CC Token,CC Token
209,4720,209,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:03:56","2023-12-04 19:03:56",CC Token,CC Token
209,1493,209,meta_description,Dapatkan informasi Produk Vitamin & Supplements For Baby & Kids paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
209,1491,209,meta_keywords,Produk Bayi dan Anak Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
209,2424,209,meta_title,"209",bahasa_indonesia,"2023-03-14 13:55:58","2023-03-14 13:55:58",CC Token,CC Token
209,1492,209,name,Bayi & Anak,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
209,1490,209,name,For Baby & Kids,english,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
209,2423,209,seo_url,"",english,"2023-03-14 13:55:58","2023-12-04 19:03:56",CC Token,CC Token
209,4719,209,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:03:56","2023-12-04 19:03:56",CC Token,CC Token
210,4721,210,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:08:03","2023-12-04 19:08:03",CC Token,CC Token
210,1497,210,meta_description,Dapatkan informasi Produk Vitamin & Supplements Beauty paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
210,1495,210,meta_keywords,Produk Kecantikan Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
210,2425,210,meta_title,"210",bahasa_indonesia,"2023-03-14 13:56:35","2023-03-14 13:56:35",CC Token,CC Token
210,1496,210,name,Kecantikan,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
210,1494,210,name,Beauty,english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
210,2426,210,seo_url,"",english,"2023-03-14 13:56:35","2023-12-04 19:08:03",CC Token,CC Token
210,4722,210,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:08:03","2023-12-04 19:08:03",CC Token,CC Token
213,4716,213,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 18:52:43","2023-12-04 18:52:44",CC Token,CC Token
213,1509,213,meta_description,Dapatkan informasi Produk Vitamin & Supplements Bones & Joints paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
213,1507,213,meta_keywords,Produk Tulang dan Sendi Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
213,2432,213,meta_title,"213",bahasa_indonesia,"2023-03-14 13:58:19","2023-03-14 13:58:19",CC Token,CC Token
213,1508,213,name,Tulang & Sendi,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
213,1506,213,name,Bones & Joints,english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
213,2431,213,seo_url,"",english,"2023-03-14 13:58:19","2023-12-04 18:52:44",CC Token,CC Token
213,4715,213,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 18:52:43","2023-12-04 18:52:44",CC Token,CC Token
214,4730,214,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:17:29","2023-12-04 19:17:29",CC Token,CC Token
214,1513,214,meta_description,"Dapatkan informasi Produk Vitamin & Supplements Diet, Health & Fitness paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc",bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
214,1511,214,meta_keywords,"Produk Diet, Sehat & Bugar Vitamin Suplemen Halodoc",bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
214,2433,214,meta_title,"214",bahasa_indonesia,"2023-03-14 13:58:49","2023-03-14 13:58:49",CC Token,CC Token
214,1512,214,name,"Diet, Sehat & Bugar",bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
214,1510,214,name,"Diet, Health & Fitness",english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
214,2434,214,seo_url,"",english,"2023-03-14 13:58:49","2023-12-04 19:17:29",CC Token,CC Token
214,4729,214,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:17:29","2023-12-04 19:17:29",CC Token,CC Token
212,4726,212,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:13:39","2023-12-04 19:13:40",CC Token,CC Token
212,1505,212,meta_description,"Dapatkan obat lengkap Kesehatan Pencernaan di Halodoc: dosis, aturan pakai, dan efek samping. 1 Jam Sampai, Dikirim dari Apotek Tepercaya, Buka 24 Jam*",bahasa_indonesia,"2023-03-14 11:08:32","2025-05-06 15:01:02",Dev,Dev
212,1503,212,meta_keywords,Produk Kesehatan Pencernaan Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
212,2430,212,meta_title,Beli Obat Kesehatan Pencernaan di Halodoc - 100% Produk Asli,bahasa_indonesia,"2023-03-14 13:57:40","2025-05-06 15:13:42",CC Token,CC Token
212,1504,212,name,Kesehatan Pencernaan,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
212,1502,212,name,Digestive Health,english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
212,2429,212,seo_url,"",english,"2023-03-14 13:57:40","2023-12-04 19:13:40",CC Token,CC Token
212,4725,212,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:13:39","2023-12-04 19:13:40",CC Token,CC Token
217,4531,217,blibli_category_ids, ,bahasa_indonesia,"2023-10-04 17:32:21","2023-10-04 17:32:21",CC Token,CC Token
217,1525,217,meta_description,Dapatkan informasi Produk Vitamin & Supplements Halofit paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
217,1523,217,meta_keywords,Produk Produk Alami Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
217,2439,217,meta_title,"217",bahasa_indonesia,"2023-03-14 14:01:10","2023-03-14 14:01:10",CC Token,CC Token
217,1524,217,name,Halofit,bahasa_indonesia,"2023-03-14 11:08:32","2023-10-04 17:32:21",Dev,CC Token
217,1522,217,name,Halofit,english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
217,2440,217,seo_url, ,english,"2023-03-14 14:01:10","2023-03-14 14:01:10",CC Token,CC Token
217,4532,217,tokopedia_category_ids, ,bahasa_indonesia,"2023-10-04 17:32:21","2023-10-04 17:32:21",CC Token,CC Token
211,4724,211,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:11:59","2023-12-04 19:11:59",CC Token,CC Token
211,1501,211,meta_description,"Dapatkan Vitamin & Suplemen Pria di Halodoc: dosis, aturan pakai, dan efek samping. 1 Jam Sampai, Dikirim dari Apotek Tepercaya, Buka 24 Jam*",bahasa_indonesia,"2023-03-14 11:08:32","2025-05-06 15:01:02",Dev,Dev
211,1499,211,meta_keywords,Produk Pria Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
211,2427,211,meta_title,Beli Vitamin & Suplemen Pria di Halodoc - 100% Produk Asli,bahasa_indonesia,"2023-03-14 13:57:00","2025-05-06 15:13:58",CC Token,CC Token
211,1500,211,name,Pria,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
211,1498,211,name,For Men,english,"2023-03-14 11:08:32","2023-03-15 19:35:41",Dev,Dev
211,2428,211,seo_url,"",english,"2023-03-14 13:57:00","2023-12-04 19:11:59",CC Token,CC Token
211,4723,211,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:11:59","2023-12-04 19:11:59",CC Token,CC Token
216,4728,216,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:15:45","2023-12-04 19:15:45",CC Token,CC Token
216,1521,216,meta_description,Dapatkan informasi Produk Vitamin & Supplements Natural Products paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
216,1519,216,meta_keywords,Produk Produk Alami Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
216,2438,216,meta_title,"216",bahasa_indonesia,"2023-03-14 14:00:08","2023-03-14 14:00:08",CC Token,CC Token
216,1520,216,name,Produk Alami,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
216,1518,216,name,Natural Products,english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
216,2437,216,seo_url,"",english,"2023-03-14 14:00:08","2023-12-04 19:15:45",CC Token,CC Token
216,4727,216,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:15:45","2023-12-04 19:15:45",CC Token,CC Token
215,1517,215,meta_description,Dapatkan informasi Produk Vitamin & Supplements Specialty Supplements paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
215,1515,215,meta_keywords,Produk Suplemen Khusus Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
215,2435,215,meta_title,"215",bahasa_indonesia,"2023-03-14 13:59:21","2023-03-14 13:59:21",CC Token,CC Token
215,1516,215,name,Suplemen Khusus,bahasa_indonesia,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
215,1514,215,name,Specialty Supplements,english,"2023-03-14 11:08:32","2023-03-14 11:08:32",Dev,Dev
215,2436,215,seo_url, ,english,"2023-03-14 13:59:21","2023-03-14 13:59:21",CC Token,CC Token
207,4731,207,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:19:10","2023-12-04 19:19:10",CC Token,CC Token
207,1485,207,meta_description,Dapatkan informasi Produk Vitamin & Supplements Wellness & Immunity paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
207,1483,207,meta_keywords,Produk Kesehatan Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
207,2413,207,meta_title,Wellness & Immunity,bahasa_indonesia,"2023-03-14 13:42:30","2023-03-14 13:42:30",CC Token,CC Token
207,1484,207,name,Kesehatan & Imun,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
207,1482,207,name,Wellness & Immunity,english,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
207,2414,207,seo_url,"",english,"2023-03-14 13:42:30","2023-12-04 19:19:10",CC Token,CC Token
207,4732,207,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:19:10","2023-12-04 19:19:10",CC Token,CC Token
208,4717,208,blibli_category_ids,"",bahasa_indonesia,"2023-12-04 19:00:43","2023-12-04 19:00:43",CC Token,CC Token
208,1489,208,meta_description,Dapatkan informasi Produk Vitamin & Supplements For Women paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
208,1487,208,meta_keywords,Produk Wanita Vitamin Suplemen Halodoc,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
208,2422,208,meta_title,Supplements & Herbal,bahasa_indonesia,"2023-03-14 13:54:38","2023-03-14 13:54:38",CC Token,CC Token
208,1488,208,name,Wanita,bahasa_indonesia,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
208,1486,208,name,For Women,english,"2023-03-14 11:08:31","2023-03-14 11:08:31",Dev,Dev
208,2421,208,seo_url,"",english,"2023-03-14 13:54:38","2023-12-04 19:00:43",CC Token,CC Token
208,4718,208,tokopedia_category_ids,"",bahasa_indonesia,"2023-12-04 19:00:43","2023-12-04 19:00:43",CC Token,CC Token
944,5635,944,meta_description,"Dapatkan informasi Alat Tes Mandiri paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? 
#TenangAdaHalodoc",bahasa_indonesia,"2025-06-20 10:17:12","2025-06-20 10:17:12",Dev,Dev
944,5634,944,meta_keywords,Alat Tes Mandiri Halodoc,bahasa_indonesia,"2025-06-20 10:17:12","2025-06-20 10:17:12",Dev,Dev
944,5636,944,name,Alat Tes Mandiri,bahasa_indonesia,"2025-06-20 10:17:12","2025-06-20 10:17:12",Dev,Dev
944,5637,944,name,Self-Test Kits,english,"2025-06-20 10:17:12","2025-06-20 10:17:12",Dev,Dev
376,2165,376,meta_description,Dapatkan informasi Produk Asthma Device & Accessories paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
376,2166,376,meta_keywords,Produk Perangkat & Aksesoris Asma Halodoc,bahasa_indonesia,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
376,2167,376,name,Perangkat & Aksesoris,bahasa_indonesia,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
376,2168,376,name,Device & Accessories,english,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
377,2169,377,meta_description,Dapatkan informasi Produk Asthma Oxygen Cans paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
377,2170,377,meta_keywords,Produk Kaleng Oksigen Asma Halodoc,bahasa_indonesia,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
377,2171,377,name,Kaleng Oksigen,bahasa_indonesia,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
377,2172,377,name,Oxygen Cans,english,"2023-03-14 11:42:46","2023-03-14 11:42:46",Dev,Dev
434,2379,434,meta_description,Dapatkan informasi Produk Beauty & Personal Care Acne Patch & Gel paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:35","2023-09-13 14:56:12",Dev,CC Token
434,2382,434,meta_keywords,Produk Acne Patch & Gel Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:35","2023-09-13 15:49:41",Dev,Dev
434,4163,434,meta_title,Acne Patch & Gel,bahasa_indonesia,"2023-09-13 14:56:12","2023-09-13 14:56:12",CC Token,CC Token
434,2380,434,name,Acne Patch & Gel,bahasa_indonesia,"2023-03-14 11:56:35","2023-09-13 14:56:12",Dev,CC Token
434,2381,434,name,Acne Patch & Gel,english,"2023-03-14 11:56:35","2023-09-13 14:56:12",Dev,CC Token
434,4162,434,seo_url, ,english,"2023-09-13 14:56:12","2023-09-13 14:56:12",CC Token,CC Token
433,2375,433,meta_description,Dapatkan informasi Produk Beauty & Personal Care Treatment paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:35","2023-09-13 17:00:58",Dev,Dev
433,2378,433,meta_keywords,Produk Perawatan Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:35","2023-03-14 11:56:35",Dev,Dev
433,4165,433,meta_title,Treatment,bahasa_indonesia,"2023-09-13 14:57:53","2023-09-13 14:57:53",CC Token,CC Token
433,2376,433,name,Perawatan,bahasa_indonesia,"2023-03-14 11:56:35","2023-09-13 17:00:58",Dev,Dev
433,2377,433,name,Treatment,english,"2023-03-14 11:56:35","2023-03-14 11:56:35",Dev,Dev
433,4164,433,seo_url, ,english,"2023-09-13 14:57:53","2023-09-13 14:57:53",CC Token,CC Token
432,2371,432,meta_description,Dapatkan informasi Produk Beauty & Personal Care Accessories paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:35","2023-03-14 11:56:35",Dev,Dev
432,2374,432,meta_keywords,Produk Aksesoris Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:35","2023-03-14 11:56:35",Dev,Dev
432,2372,432,name,Aksesoris,bahasa_indonesia,"2023-03-14 11:56:35","2023-03-14 11:56:35",Dev,Dev
432,2373,432,name,Accessories,english,"2023-03-14 11:56:35","2023-03-14 11:56:35",Dev,Dev
430,2363,430,meta_description,Dapatkan informasi Produk Beauty & Personal Care Lips paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
430,2366,430,meta_keywords,Produk Bibir Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
430,4304,430,meta_title,Eye & Lips,bahasa_indonesia,"2023-09-20 15:39:26","2023-09-20 15:39:26",CC Token,CC Token
430,2364,430,name,Mata & Bibir,bahasa_indonesia,"2023-03-14 11:56:34","2023-09-20 15:39:26",Dev,CC Token
430,2365,430,name,Eye & Lips,english,"2023-03-14 11:56:34","2023-09-20 15:39:26",Dev,CC Token
430,4305,430,seo_url, ,english,"2023-09-20 15:39:26","2023-09-20 15:39:26",CC Token,CC Token
429,2359,429,meta_description,Dapatkan informasi Produk Beauty & Personal Care Face paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
429,2362,429,meta_keywords,Produk Wajah Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
429,2360,429,name,Wajah,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
429,2361,429,name,Face,english,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
431,2367,431,meta_description,Dapatkan informasi Produk Beauty & Personal Care Nails paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
431,2370,431,meta_keywords,Produk Kuku Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
431,2368,431,name,Kuku,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
431,2369,431,name,Nails,english,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
424,2339,424,meta_description,Dapatkan informasi Produk Beauty & Personal Care Body Care paling lengkap hanya di Halodoc. Konsultasi obat dengan dokter ? Order obat di Halodoc ? #TenangAdaHalodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
424,2342,424,meta_keywords,Produk Perawatan Tubuh Kecantikan dan Perawatan Diri Halodoc,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
424,2340,424,name,Perawatan Tubuh,bahasa_indonesia,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
424,2341,424,name,Body Care,english,"2023-03-14 11:56:34","2023-03-14 11:56:34",Dev,Dev
