"name","id","icd_code","package_id","status","display_order","created_at","updated_at","created_by","updated_by"
Halodoc Complete Medical Check-Up,108,I10,18,inactive,3,"2024-09-11 14:28:36","2024-10-03 17:48:12",Dev Token,Dev Token
Cek Kolesterol,109,I10,43,active,4,"2024-09-11 14:28:37","2024-09-16 14:01:13",Dev Token,Dev Token
Cholesterol Test,109,I10,43,active,4,"2024-09-11 14:28:37","2024-09-16 14:01:13",Dev Token,Dev Token
Trigliserida,110,I10,64,active,5,"2024-09-11 14:28:38","2024-09-16 14:01:14",Dev Token,Dev Token
Triglyceride,110,I10,64,active,5,"2024-09-11 14:28:38","2024-09-16 14:01:14",Dev Token,Dev Token
Hematologi Lengkap,111,I84,28,inactive,1,"2024-09-11 14:28:39","2024-10-03 17:48:51",Dev Token,Dev Token
Complete Hematology,111,I84,28,inactive,1,"2024-09-11 14:28:39","2024-10-03 17:48:51",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,112,I84,126,inactive,2,"2024-09-11 14:28:40","2024-10-03 17:47:40",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,112,I84,126,inactive,2,"2024-09-11 14:28:40","2024-10-03 17:47:40",Dev Token,Dev Token
Glukosa Sewaktu,113,I84,170,active,5,"2024-09-11 14:28:41","2024-09-16 14:01:19",Dev Token,Dev Token
Random Blood Glucose,113,I84,170,active,5,"2024-09-11 14:28:41","2024-09-16 14:01:19",Dev Token,Dev Token
Laju Endap Darah (LED),114,I84,127,active,4,"2024-09-11 14:28:42","2024-09-16 14:01:18",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),114,I84,127,active,4,"2024-09-11 14:28:42","2024-09-16 14:01:18",Dev Token,Dev Token
Hematologi Rutin,115,I84.9,208,active,2,"2024-09-11 14:28:44","2024-10-03 17:39:42",Dev Token,Dev Token
Complete Blood Count,115,I84.9,208,active,2,"2024-09-11 14:28:44","2024-10-03 17:39:42",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,116,I84.9,126,inactive,2,"2024-09-11 14:28:45","2024-10-03 17:47:41",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,116,I84.9,126,inactive,2,"2024-09-11 14:28:45","2024-10-03 17:47:41",Dev Token,Dev Token
Infus Multivitamin (Cernevit),117,I84.9,347,active,3,"2024-09-11 14:28:46","2024-09-16 14:01:23",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),117,I84.9,347,active,3,"2024-09-11 14:28:46","2024-09-16 14:01:23",Dev Token,Dev Token
Injeksi Vitamin C,118,I84.9,320,active,4,"2024-09-11 14:28:47","2024-09-16 14:01:24",Dev Token,Dev Token
Vitamin C Injection,118,I84.9,320,active,4,"2024-09-11 14:28:47","2024-09-16 14:01:24",Dev Token,Dev Token
Urine Rutin,119,I84.9,158,active,5,"2024-09-11 14:28:48","2024-09-16 14:01:25",Dev Token,Dev Token
Urinalysis Complete Panel,119,I84.9,158,active,5,"2024-09-11 14:28:48","2024-09-16 14:01:25",Dev Token,Dev Token
Hematologi Rutin,120,J00,208,active,1,"2024-09-11 14:28:49","2024-09-16 14:01:26",Dev Token,Dev Token
Complete Blood Count,120,J00,208,active,1,"2024-09-11 14:28:49","2024-09-16 14:01:26",Dev Token,Dev Token
Vaksinasi Influenza (Vaxigrip Tetra),121,J00,310,active,2,"2024-09-11 14:28:50","2024-09-16 14:01:27",Dev Token,Dev Token
Influenza Vaccination (Vaxigrip Tetra),121,J00,310,active,2,"2024-09-11 14:28:50","2024-09-16 14:01:27",Dev Token,Dev Token
Injeksi Vitamin C,122,J00,320,active,3,"2024-09-11 14:28:51","2024-09-16 14:01:28",Dev Token,Dev Token
Vitamin C Injection,122,J00,320,active,3,"2024-09-11 14:28:51","2024-09-16 14:01:28",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,123,J00,355,active,4,"2024-09-11 14:28:52","2024-09-16 14:01:29",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,123,J00,355,active,4,"2024-09-11 14:28:52","2024-09-16 14:01:29",Dev Token,Dev Token
Infus Drip Vitamin C,124,J00,319,active,5,"2024-09-11 14:28:53","2024-09-16 14:01:30",Dev Token,Dev Token
Vitamin C Infusion Drip,124,J00,319,active,5,"2024-09-11 14:28:53","2024-09-16 14:01:30",Dev Token,Dev Token
Hematologi Rutin,125,J01,208,active,5,"2024-09-11 14:28:54","2024-10-03 17:39:43",Dev Token,Dev Token
Complete Blood Count,125,J01,208,active,5,"2024-09-11 14:28:54","2024-10-03 17:39:43",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,126,J01,355,active,2,"2024-09-11 14:28:55","2024-09-16 14:01:32",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,126,J01,355,active,2,"2024-09-11 14:28:55","2024-09-16 14:01:32",Dev Token,Dev Token
Infus Multivitamin (Cernevit),127,J01,347,active,3,"2024-09-11 14:28:56","2024-09-16 14:01:33",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),127,J01,347,active,3,"2024-09-11 14:28:56","2024-09-16 14:01:33",Dev Token,Dev Token
Injeksi Vitamin C,128,J01,320,active,4,"2024-09-11 14:28:57","2024-09-16 14:01:34",Dev Token,Dev Token
Vitamin C Injection,128,J01,320,active,4,"2024-09-11 14:28:57","2024-09-16 14:01:34",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,129,J01,126,inactive,5,"2024-09-11 14:28:59","2024-10-03 17:47:42",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,129,J01,126,inactive,5,"2024-09-11 14:28:59","2024-10-03 17:47:42",Dev Token,Dev Token
Hematologi Rutin,130,J02,208,active,2,"2024-09-11 14:29:00","2024-10-03 17:39:44",Dev Token,Dev Token
Complete Blood Count,130,J02,208,active,2,"2024-09-11 14:29:00","2024-10-03 17:39:44",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,131,J02,126,inactive,2,"2024-09-11 14:29:01","2024-10-03 17:47:43",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,131,J02,126,inactive,2,"2024-09-11 14:29:01","2024-10-03 17:47:43",Dev Token,Dev Token
Injeksi Vitamin C,132,J02,320,active,3,"2024-09-11 14:29:02","2024-09-16 14:01:39",Dev Token,Dev Token
Vitamin C Injection,132,J02,320,active,3,"2024-09-11 14:29:02","2024-09-16 14:01:39",Dev Token,Dev Token
Cek Demam Lengkap,133,J02,296,inactive,4,"2024-09-11 14:29:03","2024-10-03 17:48:19",Dev Token,Dev Token
Complete Fever Check,133,J02,296,inactive,4,"2024-09-11 14:29:03","2024-10-03 17:48:19",Dev Token,Dev Token
Paket Vaksinasi Influenza (Vaxigrip Tetra) + Pneumonia PCV13,134,J02,335,active,5,"2024-09-11 14:29:04","2024-09-16 14:01:41",Dev Token,Dev Token
Influenza (Vaxigrip Tetra) + Pneumonia PCV13 Vaccination Bundle,134,J02,335,active,5,"2024-09-11 14:29:04","2024-09-16 14:01:41",Dev Token,Dev Token
Hematologi Rutin,135,J02.0,208,active,5,"2024-09-11 14:29:05","2024-10-03 17:39:45",Dev Token,Dev Token
Complete Blood Count,135,J02.0,208,active,5,"2024-09-11 14:29:05","2024-10-03 17:39:45",Dev Token,Dev Token
Cek Demam Lengkap,136,J02.0,296,inactive,2,"2024-09-11 14:29:06","2024-10-03 17:48:20",Dev Token,Dev Token
Complete Fever Check,136,J02.0,296,inactive,2,"2024-09-11 14:29:06","2024-10-03 17:48:20",Dev Token,Dev Token
Laju Endap Darah (LED),137,J02.0,127,active,3,"2024-09-11 14:29:07","2024-09-16 14:01:44",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),137,J02.0,127,active,3,"2024-09-11 14:29:07","2024-09-16 14:01:44",Dev Token,Dev Token
Halodoc Medical Check-Up Complete,138,J02.0,18,inactive,4,"2024-09-11 14:29:08","2024-10-03 17:48:13",Dev Token,Dev Token
Halodoc Complete Medical Check-Up,138,J02.0,18,inactive,4,"2024-09-11 14:29:08","2024-10-03 17:48:13",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,139,J02.0,126,inactive,5,"2024-09-11 14:29:09","2024-10-03 17:47:44",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,139,J02.0,126,inactive,5,"2024-09-11 14:29:09","2024-10-03 17:47:44",Dev Token,Dev Token
Hematologi Rutin,140,J02.8,208,active,1,"2024-09-11 14:29:10","2024-09-16 14:01:47",Dev Token,Dev Token
Complete Blood Count,140,J02.8,208,active,1,"2024-09-11 14:29:10","2024-09-16 14:01:47",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,141,J02.8,7,active,2,"2024-09-11 14:29:11","2024-09-16 14:01:48",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,141,J02.8,7,active,2,"2024-09-11 14:29:11","2024-09-16 14:01:48",Dev Token,Dev Token
Cek Demam Lengkap,142,J02.8,296,inactive,3,"2024-09-11 14:29:12","2024-10-03 17:48:21",Dev Token,Dev Token
Complete Fever Check,142,J02.8,296,inactive,3,"2024-09-11 14:29:12","2024-10-03 17:48:21",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,143,J02.8,355,active,4,"2024-09-11 14:29:13","2024-09-16 14:01:50",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,143,J02.8,355,active,4,"2024-09-11 14:29:13","2024-09-16 14:01:50",Dev Token,Dev Token
Injeksi Vitamin C,144,J02.8,320,active,5,"2024-09-11 14:29:14","2024-09-16 14:01:51",Dev Token,Dev Token
Vitamin C Injection,144,J02.8,320,active,5,"2024-09-11 14:29:14","2024-09-16 14:01:51",Dev Token,Dev Token
Cek Demam Lengkap,145,J03,296,inactive,1,"2024-09-11 14:29:15","2024-10-03 17:48:22",Dev Token,Dev Token
Complete Fever Check,145,J03,296,inactive,1,"2024-09-11 14:29:15","2024-10-03 17:48:22",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,146,J03,355,active,2,"2024-09-11 14:29:16","2024-09-16 14:01:53",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,146,J03,355,active,2,"2024-09-11 14:29:16","2024-09-16 14:01:53",Dev Token,Dev Token
Hematologi Rutin,147,J03,208,active,3,"2024-09-11 14:29:17","2024-09-16 14:01:54",Dev Token,Dev Token
Complete Blood Count,147,J03,208,active,3,"2024-09-11 14:29:17","2024-09-16 14:01:54",Dev Token,Dev Token
Injeksi Vitamin C,148,J03,320,active,4,"2024-09-11 14:29:18","2024-09-16 14:01:55",Dev Token,Dev Token
Vitamin C Injection,148,J03,320,active,4,"2024-09-11 14:29:18","2024-09-16 14:01:55",Dev Token,Dev Token
Infus Multivitamin (Cernevit),149,J03,347,active,5,"2024-09-11 14:29:19","2024-09-16 14:01:56",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),149,J03,347,active,5,"2024-09-11 14:29:19","2024-09-16 14:01:56",Dev Token,Dev Token
Hematologi Rutin,150,J06,208,active,1,"2024-09-11 14:29:20","2024-09-16 14:01:57",Dev Token,Dev Token
Complete Blood Count,150,J06,208,active,1,"2024-09-11 14:29:20","2024-09-16 14:01:57",Dev Token,Dev Token
Cek Demam Lengkap,151,J06,296,inactive,2,"2024-09-11 14:29:21","2024-10-03 17:48:24",Dev Token,Dev Token
Complete Fever Check,151,J06,296,inactive,2,"2024-09-11 14:29:21","2024-10-03 17:48:24",Dev Token,Dev Token
C-Reactive Protein (CRP),152,J06,124,active,3,"2024-09-11 14:29:22","2024-09-16 14:02:00",Dev Token,Dev Token
C-Reactive Protein (CRP),152,J06,124,active,3,"2024-09-11 14:29:22","2024-09-16 14:02:00",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,153,J06,7,active,4,"2024-09-11 14:29:23","2024-09-16 14:02:01",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,153,J06,7,active,4,"2024-09-11 14:29:23","2024-09-16 14:02:01",Dev Token,Dev Token
Antigen Dengue NS1 (Rapid),154,J06,120,active,5,"2024-09-11 14:29:24","2024-09-16 14:02:02",Dev Token,Dev Token
Antigen Dengue NS1 (Rapid),154,J06,120,active,5,"2024-09-11 14:29:24","2024-09-16 14:02:02",Dev Token,Dev Token
Hematologi Rutin,155,J06.9,208,active,2,"2024-09-11 14:29:25","2024-10-03 17:39:46",Dev Token,Dev Token
Complete Blood Count,155,J06.9,208,active,2,"2024-09-11 14:29:25","2024-10-03 17:39:46",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,156,J06.9,126,inactive,2,"2024-09-11 14:29:26","2024-10-03 17:47:45",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,156,J06.9,126,inactive,2,"2024-09-11 14:29:26","2024-10-03 17:47:45",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,157,J06.9,355,active,3,"2024-09-11 14:29:27","2024-09-16 14:02:05",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,157,J06.9,355,active,3,"2024-09-11 14:29:27","2024-09-16 14:02:05",Dev Token,Dev Token
C-Reactive Protein (CRP),158,J06.9,124,active,4,"2024-09-11 14:29:28","2024-09-16 14:02:06",Dev Token,Dev Token
C-Reactive Protein (CRP),158,J06.9,124,active,4,"2024-09-11 14:29:28","2024-09-16 14:02:06",Dev Token,Dev Token
Cek Demam Lengkap,159,J06.9,296,inactive,5,"2024-09-11 14:29:29","2024-10-03 17:48:25",Dev Token,Dev Token
Complete Fever Check,159,J06.9,296,inactive,5,"2024-09-11 14:29:29","2024-10-03 17:48:25",Dev Token,Dev Token
Hematologi Rutin,160,J10,208,active,1,"2024-09-11 14:29:31","2024-09-16 14:02:08",Dev Token,Dev Token
Complete Blood Count,160,J10,208,active,1,"2024-09-11 14:29:31","2024-09-16 14:02:08",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,161,J10,355,active,2,"2024-09-11 14:29:32","2024-09-16 14:02:09",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,161,J10,355,active,2,"2024-09-11 14:29:32","2024-09-16 14:02:09",Dev Token,Dev Token
Widal,162,J10,117,active,3,"2024-09-11 14:29:33","2024-09-16 14:02:10",Dev Token,Dev Token
Widal,162,J10,117,active,3,"2024-09-11 14:29:33","2024-09-16 14:02:10",Dev Token,Dev Token
Antigen Dengue NS1 (Rapid),163,J10,120,active,4,"2024-09-11 14:29:34","2024-09-16 14:02:11",Dev Token,Dev Token
Antigen Dengue NS1 (Rapid),163,J10,120,active,4,"2024-09-11 14:29:34","2024-09-16 14:02:11",Dev Token,Dev Token
Injeksi Vitamin C,164,J10,320,active,5,"2024-09-11 14:29:35","2024-09-16 14:02:12",Dev Token,Dev Token
Vitamin C Injection,164,J10,320,active,5,"2024-09-11 14:29:35","2024-09-16 14:02:12",Dev Token,Dev Token
Hematologi Rutin,165,J11,208,active,1,"2024-09-11 14:29:36","2024-09-16 14:02:13",Dev Token,Dev Token
Complete Blood Count,165,J11,208,active,1,"2024-09-11 14:29:36","2024-09-16 14:02:13",Dev Token,Dev Token
Cek Demam Lengkap,166,J11,296,inactive,2,"2024-09-11 14:29:37","2024-10-03 17:48:26",Dev Token,Dev Token
Complete Fever Check,166,J11,296,inactive,2,"2024-09-11 14:29:37","2024-10-03 17:48:26",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,167,J11,7,active,3,"2024-09-11 14:29:38","2024-09-16 14:02:15",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,167,J11,7,active,3,"2024-09-11 14:29:38","2024-09-16 14:02:15",Dev Token,Dev Token
Swab Test Antigen,168,J11,33,active,4,"2024-09-11 14:29:39","2024-09-16 14:02:16",Dev Token,Dev Token
Swab Antigen COVID-19,168,J11,33,active,4,"2024-09-11 14:29:39","2024-09-16 14:02:16",Dev Token,Dev Token
Hematologi Lengkap,169,J11,28,inactive,5,"2024-09-11 14:29:40","2024-10-03 17:48:52",Dev Token,Dev Token
Complete Hematology,169,J11,28,inactive,5,"2024-09-11 14:29:40","2024-10-03 17:48:52",Dev Token,Dev Token
Hematologi Rutin,170,J30,208,active,5,"2024-09-11 14:29:41","2024-10-03 17:39:47",Dev Token,Dev Token
Complete Blood Count,170,J30,208,active,5,"2024-09-11 14:29:41","2024-10-03 17:39:47",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,171,J30,7,active,2,"2024-09-11 14:29:42","2024-09-16 14:02:20",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,171,J30,7,active,2,"2024-09-11 14:29:42","2024-09-16 14:02:20",Dev Token,Dev Token
Panel Alergi,172,J30,283,inactive,3,"2024-09-11 14:29:43","2024-10-03 17:48:36",Dev Token,Dev Token
Allergy Panel,172,J30,283,inactive,3,"2024-09-11 14:29:43","2024-10-03 17:48:36",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,173,J30,355,active,4,"2024-09-11 14:29:44","2024-09-16 14:02:22",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,173,J30,355,active,4,"2024-09-11 14:29:44","2024-09-16 14:02:22",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,174,J30,126,inactive,5,"2024-09-11 14:29:45","2024-10-03 17:47:46",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,174,J30,126,inactive,5,"2024-09-11 14:29:45","2024-10-03 17:47:46",Dev Token,Dev Token
Tes Swab Antigen COVID & Flu,175,J30.2,355,active,1,"2024-09-11 14:29:46","2024-09-16 14:02:24",Dev Token,Dev Token
COVID & Flu Antigen Swab Test,175,J30.2,355,active,1,"2024-09-11 14:29:46","2024-09-16 14:02:24",Dev Token,Dev Token
Hematologi Rutin,176,J30.2,208,active,2,"2024-09-11 14:29:47","2024-09-16 14:02:25",Dev Token,Dev Token
Complete Blood Count,176,J30.2,208,active,2,"2024-09-11 14:29:47","2024-09-16 14:02:25",Dev Token,Dev Token
Injeksi Vitamin C,177,J30.2,320,active,3,"2024-09-11 14:29:48","2024-09-16 14:02:26",Dev Token,Dev Token
Vitamin C Injection,177,J30.2,320,active,3,"2024-09-11 14:29:48","2024-09-16 14:02:26",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,178,J30.2,7,active,4,"2024-09-11 14:29:49","2024-09-16 14:02:27",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,178,J30.2,7,active,4,"2024-09-11 14:29:49","2024-09-16 14:02:27",Dev Token,Dev Token
Injeksi Vitamin B12 (Saraf & Otak),179,J30.2,356,active,5,"2024-09-11 14:29:50","2024-09-16 14:02:28",Dev Token,Dev Token
Vitamin B12 Injection (Neuron & Brain),179,J30.2,356,active,5,"2024-09-11 14:29:50","2024-09-16 14:02:28",Dev Token,Dev Token
Hematologi Rutin,180,J30.4,208,active,1,"2024-09-11 14:29:51","2024-09-16 14:02:29",Dev Token,Dev Token
Complete Blood Count,180,J30.4,208,active,1,"2024-09-11 14:29:51","2024-09-16 14:02:29",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,181,J30.4,7,active,2,"2024-09-11 14:29:52","2024-09-16 14:02:30",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,181,J30.4,7,active,2,"2024-09-11 14:29:52","2024-09-16 14:02:30",Dev Token,Dev Token
Infus Multivitamin (Cernevit),182,J30.4,347,active,3,"2024-09-11 14:29:53","2024-09-16 14:02:31",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),182,J30.4,347,active,3,"2024-09-11 14:29:53","2024-09-16 14:02:31",Dev Token,Dev Token
Injeksi Vitamin C,183,J30.4,320,active,4,"2024-09-11 14:29:54","2024-09-16 14:02:32",Dev Token,Dev Token
Vitamin C Injection,183,J30.4,320,active,4,"2024-09-11 14:29:54","2024-09-16 14:02:32",Dev Token,Dev Token
Vaksinasi Influenza (Vaxigrip Tetra),184,J30.4,310,active,5,"2024-09-11 14:29:55","2024-09-16 14:02:33",Dev Token,Dev Token
Influenza Vaccination (Vaxigrip Tetra),184,J30.4,310,active,5,"2024-09-11 14:29:55","2024-09-16 14:02:33",Dev Token,Dev Token
Hematologi Rutin,185,J45,208,active,1,"2024-09-11 14:29:56","2024-09-16 14:02:34",Dev Token,Dev Token
Complete Blood Count,185,J45,208,active,1,"2024-09-11 14:29:56","2024-09-16 14:02:34",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,186,J45,7,active,2,"2024-09-11 14:29:58","2024-09-16 14:02:35",Dev Token,Dev Token
Allergy IgE Atopy Panel Indonesia,186,J45,7,active,2,"2024-09-11 14:29:58","2024-09-16 14:02:35",Dev Token,Dev Token
Eosinofil,187,J45,121,active,3,"2024-09-11 14:29:59","2024-09-16 14:02:36",Dev Token,Dev Token
Eosinophil Count,187,J45,121,active,3,"2024-09-11 14:29:59","2024-09-16 14:02:36",Dev Token,Dev Token
Laju Endap Darah (LED),188,J45,127,active,4,"2024-09-11 14:30:00","2024-09-16 14:02:37",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),188,J45,127,active,4,"2024-09-11 14:30:00","2024-09-16 14:02:37",Dev Token,Dev Token
Panel Alergi,189,J45,283,inactive,5,"2024-09-11 14:30:01","2024-10-03 17:48:37",Dev Token,Dev Token
Allergy Panel,189,J45,283,inactive,5,"2024-09-11 14:30:01","2024-10-03 17:48:37",Dev Token,Dev Token
Infus Drip Vitamin C,190,K01,319,active,1,"2024-09-11 14:30:02","2024-09-16 14:02:40",Dev Token,Dev Token
Vitamin C Infusion Drip,190,K01,319,active,1,"2024-09-11 14:30:02","2024-09-16 14:02:40",Dev Token,Dev Token
Injeksi Vitamin C,191,K01,320,active,2,"2024-09-11 14:30:03","2024-09-16 14:02:41",Dev Token,Dev Token
Vitamin C Injection,191,K01,320,active,2,"2024-09-11 14:30:03","2024-09-16 14:02:41",Dev Token,Dev Token
Glukosa Sewaktu,192,K01,170,active,3,"2024-09-11 14:30:04","2024-09-16 14:02:42",Dev Token,Dev Token
Random Blood Glucose,192,K01,170,active,3,"2024-09-11 14:30:04","2024-09-16 14:02:42",Dev Token,Dev Token
Hematologi Rutin,193,K01,208,active,4,"2024-09-11 14:30:05","2024-09-16 14:02:43",Dev Token,Dev Token
Complete Blood Count,193,K01,208,active,4,"2024-09-11 14:30:05","2024-09-16 14:02:43",Dev Token,Dev Token
Glukosa Sewaktu,194,K04.0,170,active,1,"2024-09-11 14:30:06","2024-09-16 14:02:44",Dev Token,Dev Token
Random Blood Glucose,194,K04.0,170,active,1,"2024-09-11 14:30:06","2024-09-16 14:02:44",Dev Token,Dev Token
Infus Drip Vitamin C,195,K04.0,319,active,2,"2024-09-11 14:30:07","2024-09-16 14:02:45",Dev Token,Dev Token
Vitamin C Infusion Drip,195,K04.0,319,active,2,"2024-09-11 14:30:07","2024-09-16 14:02:45",Dev Token,Dev Token
Hematologi Rutin,196,K04.0,208,active,3,"2024-09-11 14:30:08","2024-09-16 14:02:46",Dev Token,Dev Token
Complete Blood Count,196,K04.0,208,active,3,"2024-09-11 14:30:08","2024-09-16 14:02:46",Dev Token,Dev Token
Injeksi Vitamin B12 (Saraf & Otak),197,K04.0,356,active,4,"2024-09-11 14:30:09","2024-09-16 14:02:47",Dev Token,Dev Token
Vitamin B12 Injection (Neuron & Brain),197,K04.0,356,active,4,"2024-09-11 14:30:09","2024-09-16 14:02:47",Dev Token,Dev Token
Injeksi Vitamin C,198,K04.0,320,active,5,"2024-09-11 14:30:10","2024-09-16 14:02:48",Dev Token,Dev Token
Vitamin C Injection,198,K04.0,320,active,5,"2024-09-11 14:30:10","2024-09-16 14:02:48",Dev Token,Dev Token
Glukosa Sewaktu,199,K05,170,active,1,"2024-09-11 14:30:11","2024-09-16 14:02:49",Dev Token,Dev Token
Random Blood Glucose,199,K05,170,active,1,"2024-09-11 14:30:11","2024-09-16 14:02:49",Dev Token,Dev Token
Hematologi Rutin,200,K05,208,active,2,"2024-09-11 14:30:12","2024-09-16 14:02:50",Dev Token,Dev Token
Complete Blood Count,200,K05,208,active,2,"2024-09-11 14:30:12","2024-09-16 14:02:50",Dev Token,Dev Token
Laju Endap Darah (LED),201,K05,127,active,3,"2024-09-11 14:30:13","2024-09-16 14:02:51",Dev Token,Dev Token
Erythrocyte Sedimentation Rate (ESR),201,K05,127,active,3,"2024-09-11 14:30:13","2024-09-16 14:02:51",Dev Token,Dev Token
Infus Drip Vitamin C,202,K05,319,active,4,"2024-09-11 14:30:14","2024-09-16 14:02:52",Dev Token,Dev Token
Vitamin C Infusion Drip,202,K05,319,active,4,"2024-09-11 14:30:14","2024-09-16 14:02:52",Dev Token,Dev Token
Injeksi Vitamin C,203,K05,320,active,5,"2024-09-11 14:30:15","2024-09-16 14:02:53",Dev Token,Dev Token
Vitamin C Injection,203,K05,320,active,5,"2024-09-11 14:30:15","2024-09-16 14:02:53",Dev Token,Dev Token
Hematologi Rutin,204,K12,208,active,5,"2024-09-11 14:30:16","2024-10-03 17:39:48",Dev Token,Dev Token
Complete Blood Count,204,K12,208,active,5,"2024-09-11 14:30:16","2024-10-03 17:39:48",Dev Token,Dev Token
Injeksi Vitamin C,205,K12,320,active,2,"2024-09-11 14:30:17","2024-09-16 14:02:55",Dev Token,Dev Token
Vitamin C Injection,205,K12,320,active,2,"2024-09-11 14:30:17","2024-09-16 14:02:55",Dev Token,Dev Token
Infus Drip Vitamin C,206,K12,319,active,3,"2024-09-11 14:30:18","2024-09-16 14:02:56",Dev Token,Dev Token
Vitamin C Infusion Drip,206,K12,319,active,3,"2024-09-11 14:30:18","2024-09-16 14:02:56",Dev Token,Dev Token
Glukosa Sewaktu,207,K12,170,active,4,"2024-09-11 14:30:20","2024-09-16 14:02:57",Dev Token,Dev Token
Random Blood Glucose,207,K12,170,active,4,"2024-09-11 14:30:20","2024-09-16 14:02:57",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,208,K12,126,inactive,5,"2024-09-11 14:30:21","2024-10-03 17:47:47",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,208,K12,126,inactive,5,"2024-09-11 14:30:21","2024-10-03 17:47:47",Dev Token,Dev Token
Hematologi Rutin,209,K12.1,208,active,2,"2024-09-11 14:30:22","2024-10-03 17:39:49",Dev Token,Dev Token
Complete Blood Count,209,K12.1,208,active,2,"2024-09-11 14:30:22","2024-10-03 17:39:49",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,210,K12.1,126,inactive,2,"2024-09-11 14:30:23","2024-10-03 17:47:48",Dev Token,Dev Token
Complete Blood Count with Reticulocytes,210,K12.1,126,inactive,2,"2024-09-11 14:30:23","2024-10-03 17:47:48",Dev Token,Dev Token
Injeksi Vitamin C,211,K12.1,320,active,3,"2024-09-11 14:30:24","2024-09-16 14:03:02",Dev Token,Dev Token
Vitamin C Injection,211,K12.1,320,active,3,"2024-09-11 14:30:24","2024-09-16 14:03:02",Dev Token,Dev Token
Injeksi Vitamin B12 (Saraf & Otak),212,K12.1,356,active,4,"2024-09-11 14:30:25","2024-09-16 14:03:03",Dev Token,Dev Token
Vitamin B12 Injection (Neuron & Brain),212,K12.1,356,active,4,"2024-09-11 14:30:25","2024-09-16 14:03:03",Dev Token,Dev Token
Infus Multivitamin (Cernevit),213,K12.1,347,active,5,"2024-09-11 14:30:26","2024-09-16 14:03:04",Dev Token,Dev Token
Multivitamin Infusion (Cernevit),213,K12.1,347,active,5,"2024-09-11 14:30:26","2024-09-16 14:03:04",Dev Token,Dev Token
Hematologi Rutin,214,K21,208,active,2,"2024-09-11 14:30:27","2024-10-03 17:39:50",Dev Token,Dev Token
Complete Blood Count,214,K21,208,active,2,"2024-09-11 14:30:27","2024-10-03 17:39:50",Dev Token,Dev Token
Hematologi Rutin dengan Retikulosit,215,K21,126,inactive,2,"2024-09-11 14:30:28","2024-10-03 17:47:49",Dev Token,Dev Token
