"id","lab_site_id","line_item_id","gender","max_age","unit","ref_value_type","ref_value","ref_value_description","test_comment","deleted","created_at","updated_at","created_by","updated_by","ingestion_id"
166,22,116,female,999,"10³/μL",range,"1.56,6.13","1.56 - 6.13","",0,"2024-12-11 12:27:03","2024-12-12 11:36:53",Dev Token,Dev Token,289274
167,20,116,female,999,"10³/μL",range,"1.56,6.13","1.56 - 6.13","",0,"2024-12-11 12:27:03","2024-12-12 11:36:53",Dev Token,Dev Token,289274
168,22,115,male,999,"10³/μL",range,"1.32,3.57","1.32 - 3.57","",0,"2024-12-11 12:27:04","2024-12-12 11:36:55",Dev Token,Dev Token,289274
169,20,115,male,999,"10³/μL",range,"1.32,3.57","1.32 - 3.57","",0,"2024-12-11 12:27:04","2024-12-12 11:36:55",Dev Token,Dev Token,289274
170,22,115,female,999,"10³/μL",range,"1.18,3.74","1.18 - 3.74","",0,"2024-12-11 12:27:05","2024-12-12 11:36:56",Dev Token,Dev Token,289274
171,20,115,female,999,"10³/μL",range,"1.18,3.74","1.18 - 3.74","",0,"2024-12-11 12:27:05","2024-12-12 11:36:57",Dev Token,Dev Token,289274
172,22,110,male,999,"10³/μL",range,"0.30,0.82","0.30 - 0.82","",0,"2024-12-11 12:27:06","2024-12-12 11:36:58",Dev Token,Dev Token,289274
173,20,110,male,999,"10³/μL",range,"0.30,0.82","0.30 - 0.82","",0,"2024-12-11 12:27:07","2024-12-12 11:36:58",Dev Token,Dev Token,289274
174,22,110,female,999,"10³/μL",range,"0.24,0.86","0.24 - 0.86","",0,"2024-12-11 12:27:08","2024-12-12 11:36:59",Dev Token,Dev Token,289274
175,20,110,female,999,"10³/μL",range,"0.24,0.86","0.24 - 0.86","",0,"2024-12-11 12:27:08","2024-12-12 11:37:00",Dev Token,Dev Token,289274
176,22,113,male,999,"10³/μL",range,"0.04,0.54","0.04 - 0.54","",0,"2024-12-11 12:27:09","2024-12-12 11:37:01",Dev Token,Dev Token,289274
177,20,113,male,999,"10³/μL",range,"0.04,0.54","0.04 - 0.54","",0,"2024-12-11 12:27:09","2024-12-12 11:37:01",Dev Token,Dev Token,289274
178,22,113,female,999,"10³/μL",range,"0.04,0.36","0.04 - 0.36","",0,"2024-12-11 12:27:10","2024-12-12 11:37:02",Dev Token,Dev Token,289274
179,20,113,female,999,"10³/μL",range,"0.04,0.36","0.04 - 0.36","",0,"2024-12-11 12:27:10","2024-12-12 11:37:03",Dev Token,Dev Token,289274
180,22,118,all,999,"10³/μL",range,"0.01,0.08","0.01 - 0.08","",0,"2024-12-11 12:27:11","2024-12-12 11:37:04",Dev Token,Dev Token,289274
181,20,118,all,999,"10³/μL",range,"0.01,0.08","0.01 - 0.08","",0,"2024-12-11 12:27:11","2024-12-12 11:37:04",Dev Token,Dev Token,289274
182,22,119,all,999,"10³/μL",range,"150,440","150 - 440","",0,"2024-12-11 12:27:12","2024-12-12 11:37:05",Dev Token,Dev Token,289274
183,20,119,all,999,"10³/μL",range,"150,440","150 - 440","",0,"2024-12-11 12:27:12","2024-12-12 11:37:06",Dev Token,Dev Token,289274
184,22,120,all,999,%,range,"0.15,0.40","0.15 - 0.40","",0,"2024-12-11 12:27:14","2024-12-12 11:37:07",Dev Token,Dev Token,289274
185,20,120,all,999,%,range,"0.15,0.40","0.15 - 0.40","",0,"2024-12-11 12:27:14","2024-12-12 11:37:07",Dev Token,Dev Token,289274
186,22,122,all,999,fL,range,"9.0,13.0","9.0 - 13.0","",0,"2024-12-11 12:27:15","2024-12-12 11:37:09",Dev Token,Dev Token,289274
187,20,122,all,999,fL,range,"9.0,13.0","9.0 - 13.0","",0,"2024-12-11 12:27:15","2024-12-12 11:37:09",Dev Token,Dev Token,289274
188,22,123,all,999,fL,range,"7.2,11.1","7.2 - 11.1","",0,"2024-12-11 12:27:16","2024-12-12 11:37:10",Dev Token,Dev Token,289274
189,20,123,all,999,fL,range,"7.2,11.1","7.2 - 11.1","",0,"2024-12-11 12:27:16","2024-12-12 11:37:10",Dev Token,Dev Token,289274
190,22,127,male,999,mm/jam,range,"0,10","0 - 10","",0,"2024-12-11 12:27:17","2024-12-12 11:37:12",Dev Token,Dev Token,289274
191,20,127,male,999,mm/jam,range,"0,10","0 - 10","",0,"2024-12-11 12:27:17","2024-12-12 11:37:12",Dev Token,Dev Token,289274
192,22,127,female,999,mm/jam,range,"0,20","0 - 20","",0,"2024-12-11 12:27:18","2024-12-12 11:37:13",Dev Token,Dev Token,289274
193,20,127,female,999,mm/jam,range,"0,20","0 - 20","",0,"2024-12-11 12:27:18","2024-12-12 11:37:13",Dev Token,Dev Token,289274
194,22,81,all,999,"",contains,Kuning,Kuning Muda,"",0,"2024-12-11 12:27:19","2024-12-12 11:37:15",Dev Token,Dev Token,289274
195,20,81,all,999,"",contains,Kuning,Kuning Muda,"",0,"2024-12-11 12:27:19","2024-12-12 11:37:15",Dev Token,Dev Token,289274
196,22,82,all,999,"",contains,Jernih,Jernih,"",0,"2024-12-11 12:27:20","2024-12-12 11:37:16",Dev Token,Dev Token,289274
197,20,82,all,999,"",contains,Jernih,Jernih,"",0,"2024-12-11 12:27:20","2024-12-12 11:37:16",Dev Token,Dev Token,289274
198,22,83,all,999,"",range,"5.0,8.0","5.0 - 8.0","",0,"2024-12-11 12:27:22","2024-12-12 11:37:18",Dev Token,Dev Token,289274
199,20,83,all,999,"",range,"5.0,8.0","5.0 - 8.0","",0,"2024-12-11 12:27:22","2024-12-12 11:37:18",Dev Token,Dev Token,289274
200,22,88,all,999,"",range,"1.001,1.035","1.001 - 1.035","",0,"2024-12-11 12:27:23","2024-12-12 11:37:19",Dev Token,Dev Token,289274
201,20,88,all,999,"",range,"1.001,1.035","1.001 - 1.035","",0,"2024-12-11 12:27:23","2024-12-12 11:37:19",Dev Token,Dev Token,289274
202,22,87,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:24","2024-12-12 11:37:21",Dev Token,Dev Token,289274
203,20,87,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:24","2024-12-12 11:37:21",Dev Token,Dev Token,289274
204,22,90,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:25","2024-12-12 11:37:22",Dev Token,Dev Token,289274
205,20,90,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:25","2024-12-12 11:37:22",Dev Token,Dev Token,289274
206,22,89,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:26","2024-12-12 11:37:24",Dev Token,Dev Token,289274
207,20,89,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:26","2024-12-12 11:37:24",Dev Token,Dev Token,289274
208,22,85,all,999,"",contains,Normal,Normal,"",0,"2024-12-11 12:27:27","2024-12-12 11:37:25",Dev Token,Dev Token,289274
209,20,85,all,999,"",contains,Normal,Normal,"",0,"2024-12-11 12:27:27","2024-12-12 11:37:26",Dev Token,Dev Token,289274
210,22,91,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:28","2024-12-12 11:37:27",Dev Token,Dev Token,289274
211,20,91,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:29","2024-12-12 11:37:27",Dev Token,Dev Token,289274
212,22,92,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:30","2024-12-12 11:37:28",Dev Token,Dev Token,289274
213,20,92,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:30","2024-12-12 11:37:29",Dev Token,Dev Token,289274
214,22,86,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:31","2024-12-12 11:37:30",Dev Token,Dev Token,289274
215,20,86,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:31","2024-12-12 11:37:30",Dev Token,Dev Token,289274
216,22,84,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:32","2024-12-12 11:37:32",Dev Token,Dev Token,289274
217,20,84,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:32","2024-12-12 11:37:32",Dev Token,Dev Token,289274
218,22,93,all,999,/ LPB,contains,"0-1,0-2,0-3,0-4,1-2,1-3,1-4,2-3,2-4","0 - 4","",0,"2024-12-11 12:27:33","2024-12-12 11:37:33",Dev Token,Dev Token,289274
219,20,93,all,999,/ LPB,contains,"0-1,0-2,0-3,0-4,1-2,1-3,1-4,2-3,2-4","0 - 4","",0,"2024-12-11 12:27:33","2024-12-12 11:37:33",Dev Token,Dev Token,289274
220,22,98,all,999,/ LPB,contains,"0-1,0-2,0-3,1-2,1-3,2-3","0 - 3","",0,"2024-12-11 12:27:34","2024-12-12 11:37:35",Dev Token,Dev Token,289274
221,20,98,all,999,/ LPB,contains,"0-1,0-2,0-3,1-2,1-3,2-3","0 - 3","",0,"2024-12-11 12:27:34","2024-12-12 11:37:35",Dev Token,Dev Token,289274
222,22,94,all,999,/100 LPK,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:35","2024-12-12 11:37:36",Dev Token,Dev Token,289274
223,20,94,all,999,/100 LPK,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:35","2024-12-12 11:37:36",Dev Token,Dev Token,289274
224,22,99,all,999,/ LPB,contains,"0-1,0-2,0-3,1-2,1-3,1-4,0-7,2-4,2-3","0 - 7","",0,"2024-12-11 12:27:37","2024-12-12 11:37:38",Dev Token,Dev Token,289274
225,20,99,all,999,/ LPB,contains,"0-1,0-2,0-3,1-2,1-3,1-4,0-7,2-4,2-3","0 - 7","",0,"2024-12-11 12:27:37","2024-12-12 11:37:38",Dev Token,Dev Token,289274
226,22,95,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:38","2024-12-12 11:37:39",Dev Token,Dev Token,289274
227,20,95,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:38","2024-12-12 11:37:39",Dev Token,Dev Token,289274
228,22,97,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:39","2024-12-12 11:37:41",Dev Token,Dev Token,289274
229,20,97,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:39","2024-12-12 11:37:41",Dev Token,Dev Token,289274
230,22,304,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:40","2024-12-12 11:37:42",Dev Token,Dev Token,289274
231,20,304,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-11 12:27:40","2024-12-12 11:37:42",Dev Token,Dev Token,289274
232,22,96,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:41","2024-12-12 11:37:44",Dev Token,Dev Token,289274
233,20,96,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-11 12:27:41","2024-12-12 11:37:44",Dev Token,Dev Token,289274
234,22,147,all,999,mg/dL,range,"0,100",< 100,"",0,"2024-12-11 12:27:42","2024-12-12 11:37:46",Dev Token,Dev Token,289274
235,20,147,all,999,mg/dL,range,"0,100",< 100,"",0,"2024-12-11 12:27:43","2024-12-12 11:37:46",Dev Token,Dev Token,289274
236,22,153,all,999,mg/dL,range,"0,200",< 200,"<200         : Desirable
200 - 239 : Borderline High
>=240       : High",0,"2024-12-11 12:27:44","2024-12-12 11:37:48",Dev Token,Dev Token,289274
237,20,153,all,999,mg/dL,range,"0,200",< 200,"<200         : Desirable
200 - 239 : Borderline High
>=240       : High",0,"2024-12-11 12:27:44","2024-12-12 11:37:48",Dev Token,Dev Token,289274
238,22,151,all,999,mg/dL,range,"60,999",>=40,"<40   : Low (at risk)
>=60 : Desirable",0,"2024-12-11 12:27:45","2024-12-12 11:37:49",Dev Token,Dev Token,289274
239,20,151,all,999,mg/dL,range,"60,999",>=40,"<40   : Low (at risk)
>=60 : Desirable",0,"2024-12-11 12:27:45","2024-12-12 11:37:49",Dev Token,Dev Token,289274
240,22,152,all,999,mg/dL,range,"0,100",< 100,"<100         : Optimal
100 - 129 : Near Optimal
130 - 159 : Borderline High
160 - 189 : High
>=190       : Very High",0,"2024-12-11 12:27:46","2024-12-12 11:37:51",Dev Token,Dev Token,289274
241,20,152,all,999,mg/dL,range,"0,100",< 100,"<100         : Optimal
100 - 129 : Near Optimal
130 - 159 : Borderline High
160 - 189 : High
>=190       : Very High",0,"2024-12-11 12:27:46","2024-12-12 11:37:51",Dev Token,Dev Token,289274
242,22,163,all,999,mg/dL,range,"0,150",< 150,"<150 : Normal 
150 - 199: Borderline High 
200 - 499: High 
>= 500 : Very High",0,"2024-12-11 12:27:47","2024-12-12 11:37:52",Dev Token,Dev Token,289274
243,20,163,all,999,mg/dL,range,"0,150",< 150,"<150 : Normal 
150 - 199: Borderline High 
200 - 499: High 
>= 500 : Very High",0,"2024-12-11 12:27:47","2024-12-12 11:37:52",Dev Token,Dev Token,289274
244,19,105,all,999,fL,range,"80,100","80 - 100","",0,"2024-12-11 14:58:32","2024-12-12 11:36:31",Dev Token,Dev Token,289274
245,19,104,all,999,pg,range,"26,34","26 - 34","",0,"2024-12-11 14:58:34","2024-12-12 11:36:33",Dev Token,Dev Token,289274
246,19,103,all,999,g/dL,range,"32,36","32 - 36","",0,"2024-12-11 14:58:35","2024-12-12 11:36:35",Dev Token,Dev Token,289274
247,19,296,male,999,fL,range,"35.1,43.9","35.1 - 43.9","",0,"2024-12-11 14:58:36","2024-12-12 11:36:36",Dev Token,Dev Token,289274
248,19,296,female,999,fL,range,"36.4,46.3","36.4 - 46.3","",0,"2024-12-11 14:58:38","2024-12-12 11:36:38",Dev Token,Dev Token,289274
249,19,302,all,999,%,range,"11.5,14.5","11.5 - 14.5","",0,"2024-12-11 14:58:39","2024-12-12 11:36:39",Dev Token,Dev Token,289274
250,19,114,all,999,%,range,"50.0,70.0","50.0 - 70.0","",0,"2024-12-11 14:58:44","2024-12-12 11:36:44",Dev Token,Dev Token,289274
251,19,109,all,999,%,range,"25.0,40.0","25.0 - 40.0","",0,"2024-12-11 14:58:45","2024-12-12 11:36:45",Dev Token,Dev Token,289274
252,19,108,all,999,%,range,"2.0,8.0","2.0 - 8.0","",0,"2024-12-11 14:58:47","2024-12-12 11:36:47",Dev Token,Dev Token,289274
253,19,111,all,999,%,range,"2.0,4.0","2.0 - 4.0","",0,"2024-12-11 14:58:48","2024-12-12 11:36:49",Dev Token,Dev Token,289274
254,19,112,all,999,%,range,"0.0,1.0","0.0 - 1.0","",0,"2024-12-11 14:58:49","2024-12-12 11:36:50",Dev Token,Dev Token,289274
255,19,116,male,999,"10³/μL",range,"1.78,5.38","1.78 - 5.38","",0,"2024-12-11 14:58:51","2024-12-12 11:36:52",Dev Token,Dev Token,289274
256,19,116,female,999,"10³/μL",range,"1.56,6.13","1.56 - 6.13","",0,"2024-12-11 14:58:52","2024-12-12 11:36:54",Dev Token,Dev Token,289274
257,19,115,male,999,"10³/μL",range,"1.32,3.57","1.32 - 3.57","",0,"2024-12-11 14:58:54","2024-12-12 11:36:55",Dev Token,Dev Token,289274
258,19,115,female,999,"10³/μL",range,"1.18,3.74","1.18 - 3.74","",0,"2024-12-11 14:58:55","2024-12-12 11:36:57",Dev Token,Dev Token,289274
259,19,110,male,999,"10³/μL",range,"0.30,0.82","0.30 - 0.82","",0,"2024-12-11 14:58:56","2024-12-12 11:36:58",Dev Token,Dev Token,289274
260,19,110,female,999,"10³/μL",range,"0.24,0.86","0.24 - 0.86","",0,"2024-12-11 14:58:58","2024-12-12 11:37:00",Dev Token,Dev Token,289274
261,19,113,male,999,"10³/μL",range,"0.04,0.54","0.04 - 0.54","",0,"2024-12-11 14:59:00","2024-12-12 11:37:01",Dev Token,Dev Token,289274
262,19,113,female,999,"10³/μL",range,"0.04,0.36","0.04 - 0.36","",0,"2024-12-11 14:59:01","2024-12-12 11:37:03",Dev Token,Dev Token,289274
263,19,118,all,999,"10³/μL",range,"0.01,0.08","0.01 - 0.08","",0,"2024-12-11 14:59:02","2024-12-12 11:37:04",Dev Token,Dev Token,289274
264,19,120,all,999,%,range,"0.15,0.40","0.15 - 0.40","",0,"2024-12-11 14:59:05","2024-12-12 11:37:07",Dev Token,Dev Token,289274
265,19,122,all,999,fL,range,"9.0,13.0","9.0 - 13.0","",0,"2024-12-11 14:59:07","2024-12-12 11:37:09",Dev Token,Dev Token,289274
266,19,123,all,999,fL,range,"7.2,11.1","7.2 - 11.1","",0,"2024-12-11 14:59:08","2024-12-12 11:37:10",Dev Token,Dev Token,289274
267,19,127,male,999,mm/jam,range,"0,10","0 - 10","",0,"2024-12-11 14:59:10","2024-12-12 11:37:12",Dev Token,Dev Token,289274
268,19,127,female,999,mm/jam,range,"0,20","0 - 20","",0,"2024-12-11 14:59:11","2024-12-12 11:37:13",Dev Token,Dev Token,289274
269,19,163,all,999,mg/dL,range,"0,150",< 150,"<150 : Normal 
150 - 199: Borderline High 
200 - 499: High 
>= 500 : Very High",0,"2024-12-11 14:59:49","2024-12-12 11:37:53",Dev Token,Dev Token,289274
270,24,1,male,999,g/dL,range,"13.2,17.3","13.2 - 17.3","",0,"2024-12-28 09:21:09","2024-12-28 09:34:50",Dev Token,Dev Token,293303
271,24,1,female,999,g/dL,range,"11.7,15.5","11.7 - 15.5","",0,"2024-12-28 09:21:10","2024-12-28 09:34:52",Dev Token,Dev Token,293303
272,24,2,male,999,%,range,"40,52","40 - 52","",0,"2024-12-28 09:21:11","2024-12-28 09:34:53",Dev Token,Dev Token,293303
273,24,2,female,999,%,range,"35,47","35 - 47","",0,"2024-12-28 09:21:12","2024-12-28 09:34:54",Dev Token,Dev Token,293303
274,24,102,male,999,"10⁶/uL",range,"4.4,5.9","4.4 - 5.9","",0,"2024-12-28 09:21:13","2024-12-28 09:34:55",Dev Token,Dev Token,293303
275,24,102,female,999,"10⁶/uL",range,"3.8,5.2","3.8 - 5.2","",0,"2024-12-28 09:21:14","2024-12-28 09:34:57",Dev Token,Dev Token,293303
276,24,105,all,999,fL,range,"80,100","80 - 100","",0,"2024-12-28 09:21:15","2024-12-28 09:34:58",Dev Token,Dev Token,293303
277,24,104,all,999,pg,range,"26,34","26 - 34","",0,"2024-12-28 09:21:16","2024-12-28 09:34:59",Dev Token,Dev Token,293303
278,24,103,all,999,g/dL,range,"32,36","32 - 36","",0,"2024-12-28 09:21:17","2024-12-28 09:35:01",Dev Token,Dev Token,293303
279,24,296,male,999,fL,range,"35.1,43.9","35.1 - 43.9","",0,"2024-12-28 09:21:18","2024-12-28 09:35:02",Dev Token,Dev Token,293303
280,24,296,female,999,fL,range,"36.4,46.3","36.4 - 46.3","",0,"2024-12-28 09:21:20","2024-12-28 09:35:03",Dev Token,Dev Token,293303
281,24,302,all,999,%,range,"11.5,14.5","11.5 - 14.5","",0,"2024-12-28 09:21:21","2024-12-28 09:35:04",Dev Token,Dev Token,293303
282,24,107,male,999,"10³/μL",range,"3.8,10.6","3.8 - 10.6","",0,"2024-12-28 09:21:22","2024-12-28 09:35:06",Dev Token,Dev Token,293303
283,24,107,female,999,"10³/μL",range,"3.6,11.0","3.6 - 11.0","",0,"2024-12-28 09:21:23","2024-12-28 09:35:07",Dev Token,Dev Token,293303
284,24,114,all,999,%,range,"50,70","50 - 70","",0,"2024-12-28 09:21:24","2024-12-28 09:35:08",Dev Token,Dev Token,293303
285,24,109,all,999,%,range,"25,40","25 - 40","",0,"2024-12-28 09:21:25","2024-12-28 09:35:09",Dev Token,Dev Token,293303
286,24,108,all,999,%,range,"2,8","2 - 8","",0,"2024-12-28 09:21:26","2024-12-28 09:35:11",Dev Token,Dev Token,293303
287,24,111,all,999,%,range,"2,4","2 - 4","",0,"2024-12-28 09:21:27","2024-12-28 09:35:12",Dev Token,Dev Token,293303
288,24,112,all,999,%,range,"0,1","0 - 1","",0,"2024-12-28 09:21:28","2024-12-28 09:35:13",Dev Token,Dev Token,293303
289,24,116,male,999,"10³/μL",range,"1.78,5.38","1.78 - 5.38","",0,"2024-12-28 09:21:29","2024-12-28 09:35:14",Dev Token,Dev Token,293303
290,24,116,female,999,"10³/μL",range,"1.56,6.13","1.56 - 6.13","",0,"2024-12-28 09:21:30","2024-12-28 09:35:16",Dev Token,Dev Token,293303
291,24,115,male,999,"10³/μL",range,"1.32,3.57","1.32 - 3.57","",0,"2024-12-28 09:21:32","2024-12-28 09:35:17",Dev Token,Dev Token,293303
292,24,115,female,999,"10³/μL",range,"1.18,3.74","1.18 - 3.74","",0,"2024-12-28 09:21:33","2024-12-28 09:35:18",Dev Token,Dev Token,293303
293,24,110,male,999,"10³/μL",range,"0.30,0.82","0.30 - 0.82","",0,"2024-12-28 09:21:34","2024-12-28 09:35:19",Dev Token,Dev Token,293303
294,24,110,female,999,"10³/μL",range,"0.24,0.86","0.24 - 0.86","",0,"2024-12-28 09:21:35","2024-12-28 09:35:20",Dev Token,Dev Token,293303
295,24,113,male,999,"10³/μL",range,"0.04,0.54","0.04 - 0.54","",0,"2024-12-28 09:21:36","2024-12-28 09:35:22",Dev Token,Dev Token,293303
296,24,113,female,999,"10³/μL",range,"0.04,0.36","0.04 - 0.36","",0,"2024-12-28 09:21:37","2024-12-28 09:35:23",Dev Token,Dev Token,293303
297,24,118,all,999,"10³/μL",range,"0.01,0.08","0.01 - 0.08","",0,"2024-12-28 09:21:38","2024-12-28 09:35:24",Dev Token,Dev Token,293303
298,24,119,all,999,"10³/μL",range,"150,440","150 - 440","",0,"2024-12-28 09:21:39","2024-12-28 09:35:25",Dev Token,Dev Token,293303
299,24,120,all,999,%,range,"0.15,0.40","0.15 - 0.40","",0,"2024-12-28 09:21:40","2024-12-28 09:35:27",Dev Token,Dev Token,293303
300,24,122,all,999,fL,range,"9.0,13.0","9.0 - 13.0","",0,"2024-12-28 09:21:41","2024-12-28 09:35:28",Dev Token,Dev Token,293303
301,24,123,all,999,fL,range,"7.2,11.1","7.2 - 11.1","",0,"2024-12-28 09:21:42","2024-12-28 09:35:29",Dev Token,Dev Token,293303
302,24,127,male,999,mm/jam,range,"0,10","0 -10","",0,"2024-12-28 09:21:44","2024-12-28 09:35:30",Dev Token,Dev Token,293303
303,24,127,female,999,mm/jam,range,"0,20","0 - 20","",0,"2024-12-28 09:21:45","2024-12-28 09:35:32",Dev Token,Dev Token,293303
304,24,81,all,999,"",contains,"Kuning,Kuning Muda",Kuning Muda,"",0,"2024-12-28 09:21:46","2024-12-28 09:35:33",Dev Token,Dev Token,293303
305,24,82,all,999,"",contains,Jernih,Jernih,"",0,"2024-12-28 09:21:47","2024-12-28 09:35:34",Dev Token,Dev Token,293303
306,24,83,all,999,"",range,"5.0,8.0","5.0 - 8.0","",0,"2024-12-28 09:21:48","2024-12-28 09:35:35",Dev Token,Dev Token,293303
307,24,88,all,999,"",range,"1.001,1.035","1.001 - 1.035","",0,"2024-12-28 09:21:49","2024-12-28 09:35:37",Dev Token,Dev Token,293303
308,24,87,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:50","2024-12-28 09:35:38",Dev Token,Dev Token,293303
309,24,90,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:51","2024-12-28 09:35:39",Dev Token,Dev Token,293303
310,24,89,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:52","2024-12-28 09:35:40",Dev Token,Dev Token,293303
311,24,85,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:53","2024-12-28 09:35:42",Dev Token,Dev Token,293303
312,24,91,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:55","2024-12-28 09:35:43",Dev Token,Dev Token,293303
313,24,92,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:56","2024-12-28 09:35:44",Dev Token,Dev Token,293303
314,24,86,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:57","2024-12-28 09:35:45",Dev Token,Dev Token,293303
315,24,84,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:21:58","2024-12-28 09:35:47",Dev Token,Dev Token,293303
316,24,93,all,999,/ LPB,contains,"0-1,0-2,0-3,0-4,1-2,1-3,1-4,2-3,2-4","0 - 4","",0,"2024-12-28 09:21:59","2024-12-28 09:35:48",Dev Token,Dev Token,293303
317,24,98,all,999,/ LPB,contains,"0-1,0-2,0-3,1-2,1-3,2-3","0 - 3","",0,"2024-12-28 09:22:00","2024-12-28 09:35:49",Dev Token,Dev Token,293303
318,24,94,all,999,/100 LPK,contains,Negatif,Negatif,"",0,"2024-12-28 09:22:01","2024-12-28 09:35:50",Dev Token,Dev Token,293303
319,24,99,all,999,/ LPB,contains,"0-1,0-2,0-3,1-2,1-3,1-4,0-7,2-4,2-3","0 - 7","",0,"2024-12-28 09:22:02","2024-12-28 09:35:51",Dev Token,Dev Token,293303
320,24,95,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-28 09:22:03","2024-12-28 09:35:53",Dev Token,Dev Token,293303
321,24,97,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-28 09:22:05","2024-12-28 09:35:54",Dev Token,Dev Token,293303
322,24,304,all,999,/ LPB,contains,Negatif,Negatif,"",0,"2024-12-28 09:22:06","2024-12-28 09:35:55",Dev Token,Dev Token,293303
323,24,96,all,999,"",contains,Negatif,Negatif,"",0,"2024-12-28 09:22:07","2024-12-28 09:35:56",Dev Token,Dev Token,293303
324,24,153,all,999,mg/dL,range,"0,199",< 200,"<200         : Desirable
200 - 239 : Borderline High
>=240       : High",0,"2024-12-28 09:22:08","2024-12-28 09:35:58",Dev Token,Dev Token,293303
325,24,151,all,999,mg/dL,range,"40,999",>= 40,"<40   : Low (at risk)
>=60 : Desirable",0,"2024-12-28 09:22:09","2024-12-28 09:35:59",Dev Token,Dev Token,293303
326,24,152,all,999,mg/dL,range,"0, 99",< 100,"<100         : Optimal
100 - 129 : Near Optimal
130 - 159 : Borderline High
160 - 189 : High
>=190       : Very High",0,"2024-12-28 09:22:10","2024-12-28 09:36:00",Dev Token,Dev Token,293303
327,24,163,all,999,mg/dL,range,"0, 149",< 150,"<150 : Normal 
150 - 199: Borderline High 
200 - 499: High 
>= 500 : Very High",0,"2024-12-28 09:22:11","2024-12-28 09:36:02",Dev Token,Dev Token,293303
328,24,156,male,999,U/L,range,"0, 39.99",< 40,"",0,"2024-12-28 09:22:12","2024-12-28 09:36:03",Dev Token,Dev Token,293303
329,24,156,female,999,U/L,range,"0,31.9",< 32,"",0,"2024-12-28 09:22:13","2024-12-28 09:36:04",Dev Token,Dev Token,293303
330,24,157,male,999,U/L,range,"0, 40.99",< 41,"",0,"2024-12-28 09:22:14","2024-12-28 09:36:05",Dev Token,Dev Token,293303
331,24,157,female,999,U/L,range,"0,32.9",< 33,"",0,"2024-12-28 09:22:15","2024-12-28 09:36:07",Dev Token,Dev Token,293303
332,24,131,male,999,U/L,range,"8 , 61","8 - 61","",0,"2024-12-28 09:22:17","2024-12-28 09:36:08",Dev Token,Dev Token,293303
333,24,131,female,999,U/L,range,"5,36","5 - 36","",0,"2024-12-28 09:22:18","2024-12-28 09:36:09",Dev Token,Dev Token,293303
334,24,79,all,999,%,range,"0, 5.69",< 5.7,"",0,"2024-12-28 09:22:19","2024-12-28 09:36:10",Dev Token,Dev Token,293303
335,24,305,all,999,mg/dL,range,"7.75,22.65","7.75 - 22.65","",0,"2024-12-28 09:22:21","2024-12-28 09:36:13",Dev Token,Dev Token,293303
336,24,306,male,999,mg/dL,range,"0.67 , 1.17","0.67 - 1.17","",0,"2024-12-28 09:22:22","2024-12-28 09:36:14",Dev Token,Dev Token,293303
337,24,306,female,999,mg/dL,range,"0.51,0.95","0.51 - 0.95","",0,"2024-12-28 09:22:23","2024-12-28 09:36:15",Dev Token,Dev Token,293303
