"id","demand_zone_id","attribute_key","attribute_value","display","created_at","created_by","updated_at","updated_by"
270,35,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:27:23",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
271,35,transportation_fee_condition,false,,"2025-04-25 11:27:23",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
272,35,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:27:23",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
273,35,transportation_fee,"0",,"2025-04-25 11:27:23",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
274,35,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:27:23",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
275,35,min_cart_price,"0",,"2025-04-25 11:27:23",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
276,35,timezone,Asia/Jakarta,1,"2025-04-25 11:27:24",wiwin.dwiutami.hakim,"2025-04-25 11:27:24",wiwin.dwiutami.hakim
277,36,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
278,36,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
279,36,transportation_fee_condition,false,,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
