"id","demand_zone_id","attribute_key","attribute_value","display","created_at","created_by","updated_at","updated_by"
280,36,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
281,36,transportation_fee,"0",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
282,36,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
283,36,min_cart_price,"0",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
284,36,timezone,Asia/Makassar,1,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-06-04 11:10:37",wiwin.dwiutami.hakim
285,37,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
286,37,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
287,37,transportation_fee_condition,false,,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
288,37,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
289,37,transportation_fee,"0",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
290,37,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
291,37,min_cart_price,"0",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
292,37,timezone,Asia/Makassar,1,"2025-04-25 11:29:25",wiwin.dwiutami.hakim,"2025-05-15 21:09:34",wiwin.dwiutami.hakim
293,38,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
294,38,time_span_allowed_for_reschedule,"12",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-06-30 18:06:39",warahmat.befi
295,38,transportation_fee_condition,false,,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
296,38,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
297,38,transportation_fee,"0",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
298,38,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
299,38,min_cart_price,"0",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
300,38,timezone,Asia/Jakarta,1,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
301,39,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
302,39,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
303,39,transportation_fee_condition,false,,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
304,39,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
305,39,transportation_fee,"0",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
306,39,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
307,39,min_cart_price,"0",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
308,39,timezone,Asia/Makassar,1,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-05-08 18:56:36",wiwin.dwiutami.hakim
309,40,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
310,40,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
311,40,transportation_fee_condition,false,,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
312,40,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
313,40,transportation_fee,"0",,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
314,40,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
315,40,min_cart_price,"0",,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-04-25 11:31:40",wiwin.dwiutami.hakim
316,40,timezone,Asia/Makassar,1,"2025-04-25 11:31:40",wiwin.dwiutami.hakim,"2025-05-15 21:09:45",wiwin.dwiutami.hakim
317,41,time_span_allowed_for_cancellation,"24",,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
318,41,time_span_allowed_for_reschedule,"24",,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
319,41,transportation_fee_condition,false,,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
320,41,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
321,41,transportation_fee,"0",,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
322,41,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
323,41,min_cart_price,"0",,"2025-04-28 14:25:12",wiwin.dwiutami.hakim,"2025-04-28 14:25:13",wiwin.dwiutami.hakim
324,41,timezone,Asia/Makassar,1,"2025-04-28 14:25:13",wiwin.dwiutami.hakim,"2025-05-15 21:09:24",wiwin.dwiutami.hakim
325,42,time_span_allowed_for_cancellation,"24",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
326,42,time_span_allowed_for_reschedule,"24",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
327,42,transportation_fee_condition,false,,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
328,42,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
329,42,transportation_fee,"0",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
330,42,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
331,42,min_cart_price,"0",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
332,42,timezone,Asia/Jakarta,1,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
333,43,time_span_allowed_for_cancellation,"24",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
334,43,time_span_allowed_for_reschedule,"24",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
335,43,transportation_fee_condition,false,,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
336,43,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
337,43,transportation_fee,"0",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
338,43,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
339,43,min_cart_price,"0",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
340,43,timezone,Asia/Jakarta,1,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
341,44,time_span_allowed_for_cancellation,"24",,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
342,44,time_span_allowed_for_reschedule,"24",,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
343,44,transportation_fee_condition,false,,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
344,44,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
345,44,transportation_fee,"0",,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
346,44,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
347,44,min_cart_price,"0",,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
348,44,timezone,Asia/Jakarta,1,"2025-04-28 14:27:33",wiwin.dwiutami.hakim,"2025-04-28 14:27:33",wiwin.dwiutami.hakim
349,45,time_span_allowed_for_cancellation,"24",,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
350,45,time_span_allowed_for_reschedule,"24",,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
351,45,transportation_fee_condition,false,,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
352,45,time_span_allowed_for_cancellation_unit,HOURS,,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
353,45,transportation_fee,"0",,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
354,45,time_span_allowed_for_reschedule_unit,HOURS,,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
355,45,min_cart_price,"0",,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
356,45,timezone,Asia/Jakarta,1,"2025-07-02 11:24:42",wiwin.dwiutami.hakim,"2025-07-02 11:24:42",wiwin.dwiutami.hakim
