"id","demand_zone_id","zone_id","status","name","created_at","updated_at","created_by","updated_by"
1626,22,190,active,Majalengka,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1627,22,191,active,Surabaya East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1628,22,192,active,Sidoarjo North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1629,22,193,active,Magelang Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1630,22,194,active,Kupang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1631,22,195,active,Jayapura,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1632,22,196,active,Wonogiri,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1633,22,197,active,Banyuwangi Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1634,22,198,active,Bojonegoro,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1635,22,199,active,Padang Pariaman Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1636,22,200,active,Padang Pariaman,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1637,22,201,active,Purworejo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1638,22,202,active,Demak Kabupaten South East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1639,22,203,active,Demak Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1640,22,204,active,Yogyakarta - Bantul South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1641,22,205,active,Magelang Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1642,22,206,active,Yogyakarta - Bantul West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1643,22,207,active,Magelang Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1644,22,208,active,Pekalongan Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1645,22,209,active,Pamekasan South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1646,22,210,active,Jepara,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1647,22,211,active,Bandar Lampung Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1648,22,212,active,Maros,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1649,22,213,active,Pasuruan Kabupaten East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1650,22,214,active,Buleleng Central,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1651,22,215,active,Sumedang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1652,22,216,active,Palangkaraya,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1653,22,217,active,Ambon,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1654,22,218,active,Banyuwangi Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1655,22,219,active,Subang Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1656,22,220,active,Palopo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1657,22,221,active,Probolinggo North East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1658,22,223,active,Ambon East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1659,22,224,active,Ambon North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1660,22,225,active,Bangka Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1661,22,226,active,Belitung,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1662,22,227,active,Tenggarong,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1663,22,228,active,Buleleng West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1664,22,229,active,Bandar Lampung Kabupaten East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1665,22,230,active,Bontang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1666,22,231,active,Sorong,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1667,22,232,active,Ternate,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1668,22,233,active,Tomohon,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1669,22,234,active,Subang Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1670,22,235,active,Indramayu Kabupaten,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1671,22,236,active,Rangkasbitung,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1672,22,237,active,Manado North East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1673,22,238,active,Kulon Progo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1674,22,239,active,Manado East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1675,22,240,active,Pemalang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1676,22,241,active,Jembrana,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1677,22,242,active,Bondowoso,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1678,22,243,active,West Lombok,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1679,22,244,active,Pandeglang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1680,22,245,active,Kendal,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1681,22,246,active,Nganjuk,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1682,22,247,active,Rembang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1683,22,248,active,Pati,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1684,22,249,active,Blora,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1685,22,250,active,Purwodadi,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1686,22,251,active,Bandung West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1687,22,252,active,Pangkajene Kepulauan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1688,22,253,active,Sidenreng Rappang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1689,22,254,active,Tanjung Balai,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1690,22,255,active,Blitar,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1691,22,256,active,Tulungagung,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1692,22,257,active,Bengkulu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1693,22,258,active,Mamuju,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1694,22,259,active,Watampone,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1695,22,260,active,Parepare,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1696,22,261,active,Batang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1697,22,262,active,Blora Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1698,22,263,active,Bojonegoro West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1699,22,264,active,Grobogan Kabupaten East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1700,22,265,active,Grobogan Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1701,22,266,active,Jepara North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1702,22,267,active,Kendal Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1703,22,268,active,Labuhan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1704,22,269,active,Pandeglang Kabupaten North East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1705,22,270,active,Lamongan Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1706,22,271,active,Lamongan Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1707,22,272,active,Pati Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1708,22,273,active,Pati Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1709,22,274,active,Rembang Kabupaten East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1710,22,275,active,Sampang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1711,22,276,active,Sumenep,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1712,22,277,active,Tuban,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1713,22,278,active,Takalar,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1714,22,279,active,Jeneponto,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1715,22,280,active,Bantaeng,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1716,22,281,active,Bulukumba,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1717,22,282,active,Sinjai,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1718,22,283,active,Bone,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1719,22,284,active,Takalar Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1720,22,285,active,Gowa Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1721,22,286,active,Barru,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1722,22,287,active,Soppeng,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1723,22,288,active,Wajo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1724,22,289,active,Pinrang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1725,22,290,active,Enrekang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1726,22,291,active,Polewali Mandar,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1727,22,292,active,Tana Toraja,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1728,22,293,active,North Luwu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1729,22,294,active,East Luwu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1730,22,295,active,Luwu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1731,22,296,active,Muna,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1732,22,297,active,Baubau,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1733,22,298,active,North Mamuju,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1734,22,299,active,Konawe,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1735,22,300,active,Parigi Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1736,22,301,active,Poso,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1737,22,302,active,Banggai,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1738,22,303,active,Maros Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1739,22,304,active,Majene,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1740,22,305,active,North Toraja,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1741,22,306,active,Aceh Singkil,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1742,22,307,active,Aceh Tenggara,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1743,22,308,active,Asahan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1744,22,309,active,Batu Bara,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1745,22,310,active,Central Tapanuli,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1746,22,311,active,Dairi,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1747,22,312,active,Gunungsitoli,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1748,22,313,active,Karo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1749,22,314,active,Labuhan Batu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1750,22,315,active,Langkat,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1751,22,316,active,Mandailing Natal,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1752,22,317,active,Nias,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1753,22,318,active,North Labuhan Batu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1754,22,319,active,North Padang Lawas,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1755,22,320,active,North Tapanuli,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1756,22,321,active,Padang Lawas,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1757,22,322,active,Padang Sidempuan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1758,22,323,active,Samosir,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1759,22,324,active,Serdang Bedagai,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1760,22,325,active,Sibolga,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1761,22,326,active,South Labuhan Batu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1762,22,327,active,Tebing Tinggi,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1763,22,328,active,Toba Samosir,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1764,22,329,active,Simalungun,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1765,22,330,active,Simalungun Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1766,22,331,active,Boengkoelan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1767,22,332,active,Jembrana West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1768,22,333,active,Kebumen,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1769,22,334,active,Klungkung,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1770,22,335,active,Merauke,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1771,22,336,active,Singaparna,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1772,22,337,active,Trenggalek,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1773,22,338,active,Tulungagung South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1774,22,339,active,Banjarnegara,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1775,22,340,active,Blitar Kabupaten East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1776,22,341,active,Blora Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1777,22,343,active,Cilacap Kabupaten East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1778,22,344,active,Cilacap Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1779,22,345,active,Brebes Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1780,22,348,active,Gunung Kidul,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1781,22,349,active,Cilacap Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1782,22,350,active,Lumajang,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1783,22,351,active,Pacitan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1784,22,352,active,Pamekasan Kabupaten North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1785,22,353,active,Purwodadi North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1786,22,354,active,Purworejo North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1787,22,355,active,Situbondo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1788,22,356,active,Sumenep Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1789,22,357,active,Tegal Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1790,22,358,active,Temanggung,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1791,22,359,active,Wonosobo,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1792,22,360,active,Central Lombok Regency,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1793,22,362,active,Pati Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1794,22,363,active,Pemalang Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1795,22,364,active,Banjar,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1796,22,365,active,Ciamis,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1797,22,366,active,Cikuray,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1798,22,367,active,Garut Kabupaten,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1799,22,368,active,Garut Kabupaten South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1800,22,369,active,Lembang North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1801,22,370,active,Majalengka North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1802,22,371,active,Pangandaran,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1803,22,372,active,Bandung Kabupaten West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1804,22,373,active,Sukabumi South,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1805,22,374,active,Sumedang East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1806,22,375,active,Sumedang West,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1807,22,376,active,Pringsewu,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1808,22,377,active,Tarakan,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1809,22,378,active,Hulu Sungai North,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1810,22,379,active,Balikpapan East,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1811,22,380,active,Bangka Kabupaten Southwest,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1812,22,11,active,Bekasi,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
1813,22,382,active,Banjarsari,"2025-05-10 10:33:14","2025-05-10 10:33:15",wiwin.dwiutami.hakim,wiwin.dwiutami.hakim
