"display_name","id","demand_zone_id","attribute_key","attribute_value","display","created_at","created_by","updated_at","updated_by"
Halodoc Home Care Jakarta Pusat,69,6,transportation_fee,"25000",,"2024-04-05 20:55:52",m.safwan.aji,"2024-04-08 11:23:30",roy.haryanto
Halodoc Home Care Jakarta Pusat,70,6,min_cart_price,"250000",,"2024-04-05 20:55:52",m.safwan.aji,"2024-04-23 13:48:08",roy.haryanto
Halodoc Home Care Jakarta Pusat,142,6,timezone,Asia/Jakarta,1,"2024-06-23 22:24:28",faoul.djoyo,"2024-06-23 22:24:28",faoul.djoyo
Halodoc Home Care Jakarta Pusat,143,6,timezone,Asia/Jakarta,1,"2024-06-23 22:24:28",faoul.djoyo,"2024-06-23 22:24:28",faoul.djoyo
Halodoc Home Care Jakarta Selatan,17,5,time_span_allowed_for_cancellation,"24",,"2024-03-15 05:31:09",audhy.prabowo,"2024-03-15 05:33:26",audhy.prabowo
Halodoc Home Care Jakarta Selatan,18,5,time_span_allowed_for_reschedule,"24",,"2024-03-15 05:31:09",audhy.prabowo,"2024-03-15 05:33:26",audhy.prabowo
Halodoc Home Care Jakarta Selatan,19,5,time_span_allowed_for_cancellation_unit,HOURS,,"2024-03-15 05:31:09",audhy.prabowo,"2024-03-15 05:31:09",audhy.prabowo
Halodoc Home Care Jakarta Selatan,20,5,time_span_allowed_for_reschedule_unit,HOURS,,"2024-03-15 05:31:09",audhy.prabowo,"2024-03-15 05:31:09",audhy.prabowo
Halodoc Home Care Jakarta Selatan,65,5,transportation_fee_condition,true,,"2024-04-05 20:48:42",m.safwan.aji,"2024-04-08 11:23:13",roy.haryanto
Halodoc Home Care Jakarta Selatan,66,5,transportation_fee,"25000",,"2024-04-05 20:48:42",m.safwan.aji,"2024-04-08 11:23:13",roy.haryanto
Halodoc Home Care Jakarta Selatan,67,5,min_cart_price,"250000",,"2024-04-05 20:48:42",m.safwan.aji,"2024-04-23 13:48:01",roy.haryanto
Halodoc Home Care Jakarta Selatan,132,5,timezone,Asia/Jakarta,1,"2024-06-19 21:06:20",faoul.djoyo,"2024-06-19 21:06:20",faoul.djoyo
Halodoc Home Care Jakarta Selatan,133,5,timezone,Asia/Jakarta,1,"2024-06-19 21:06:20",faoul.djoyo,"2024-06-19 21:06:20",faoul.djoyo
Halodoc Home Care Jakarta Timur,29,8,time_span_allowed_for_cancellation,"24",,"2024-03-15 05:35:16",audhy.prabowo,"2024-03-15 05:35:16",audhy.prabowo
Halodoc Home Care Jakarta Timur,30,8,time_span_allowed_for_reschedule,"24",,"2024-03-15 05:35:16",audhy.prabowo,"2024-03-15 05:35:16",audhy.prabowo
Halodoc Home Care Jakarta Timur,31,8,time_span_allowed_for_cancellation_unit,HOURS,,"2024-03-15 05:35:16",audhy.prabowo,"2024-03-15 05:35:16",audhy.prabowo
Halodoc Home Care Jakarta Timur,32,8,time_span_allowed_for_reschedule_unit,HOURS,,"2024-03-15 05:35:16",audhy.prabowo,"2024-03-15 05:35:16",audhy.prabowo
Halodoc Home Care Jakarta Timur,77,8,transportation_fee_condition,true,,"2024-04-05 21:10:30",m.safwan.aji,"2024-04-08 11:24:08",roy.haryanto
Halodoc Home Care Jakarta Timur,78,8,transportation_fee,"25000",,"2024-04-05 21:10:30",m.safwan.aji,"2024-04-08 11:24:08",roy.haryanto
Halodoc Home Care Jakarta Timur,79,8,min_cart_price,"250000",,"2024-04-05 21:10:30",m.safwan.aji,"2024-04-23 13:48:27",roy.haryanto
Halodoc Home Care Jakarta Timur,130,8,timezone,Asia/Jakarta,1,"2024-06-19 21:05:53",faoul.djoyo,"2024-06-19 21:05:53",faoul.djoyo
Halodoc Home Care Jakarta Timur,131,8,timezone,Asia/Jakarta,1,"2024-06-19 21:05:53",faoul.djoyo,"2024-06-19 21:05:53",faoul.djoyo
Halodoc Home Care Jakarta Utara,33,9,time_span_allowed_for_cancellation,"24",,"2024-03-15 05:36:23",audhy.prabowo,"2024-03-15 05:36:23",audhy.prabowo
Halodoc Home Care Jakarta Utara,34,9,time_span_allowed_for_reschedule,"24",,"2024-03-15 05:36:23",audhy.prabowo,"2024-03-15 05:36:23",audhy.prabowo
Halodoc Home Care Jakarta Utara,35,9,time_span_allowed_for_cancellation_unit,HOURS,,"2024-03-15 05:36:23",audhy.prabowo,"2024-03-15 05:36:23",audhy.prabowo
Halodoc Home Care Jakarta Utara,36,9,time_span_allowed_for_reschedule_unit,HOURS,,"2024-03-15 05:36:23",audhy.prabowo,"2024-03-15 05:36:23",audhy.prabowo
Halodoc Home Care Jakarta Utara,71,9,transportation_fee_condition,true,,"2024-04-05 20:56:09",m.safwan.aji,"2024-04-08 11:24:24",roy.haryanto
Halodoc Home Care Jakarta Utara,72,9,transportation_fee,"25000",,"2024-04-05 20:56:09",m.safwan.aji,"2024-04-08 11:24:24",roy.haryanto
Halodoc Home Care Jakarta Utara,73,9,min_cart_price,"250000",,"2024-04-05 20:56:09",m.safwan.aji,"2024-04-23 13:48:41",roy.haryanto
Halodoc Home Care Jakarta Utara,140,9,timezone,Asia/Jakarta,1,"2024-06-23 22:23:58",faoul.djoyo,"2024-06-23 22:23:58",faoul.djoyo
Halodoc Home Care Jakarta Utara,141,9,timezone,Asia/Jakarta,1,"2024-06-23 22:23:59",faoul.djoyo,"2024-06-23 22:23:59",faoul.djoyo
Halodoc Home Care Karawang TMC,293,38,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Karawang TMC,294,38,time_span_allowed_for_reschedule,"12",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-06-30 18:06:39",warahmat.befi
Halodoc Home Care Karawang TMC,295,38,transportation_fee_condition,false,,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Karawang TMC,296,38,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Karawang TMC,297,38,transportation_fee,"0",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Karawang TMC,298,38,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Karawang TMC,299,38,min_cart_price,"0",,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Karawang TMC,300,38,timezone,Asia/Jakarta,1,"2025-04-25 11:30:09",wiwin.dwiutami.hakim,"2025-04-25 11:30:09",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,277,36,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,278,36,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,279,36,transportation_fee_condition,false,,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,280,36,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,281,36,transportation_fee,"0",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,282,36,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,283,36,min_cart_price,"0",,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-04-25 11:28:30",wiwin.dwiutami.hakim
Halodoc Home Care Makassar TMC,284,36,timezone,Asia/Makassar,1,"2025-04-25 11:28:30",wiwin.dwiutami.hakim,"2025-06-04 11:10:37",wiwin.dwiutami.hakim
Halodoc Home Care Malang,208,26,time_span_allowed_for_cancellation,"24",,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,209,26,time_span_allowed_for_reschedule,"24",,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,210,26,transportation_fee_condition,false,,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,211,26,time_span_allowed_for_cancellation_unit,HOURS,,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,212,26,transportation_fee,"0",,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,213,26,time_span_allowed_for_reschedule_unit,HOURS,,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,214,26,min_cart_price,"0",,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Malang,215,26,timezone,Asia/Jakarta,1,"2025-01-09 09:44:10",wiwin.dwiutami.hakim,"2025-01-09 09:44:10",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,285,37,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,286,37,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,287,37,transportation_fee_condition,false,,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,288,37,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,289,37,transportation_fee,"0",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,290,37,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,291,37,min_cart_price,"0",,"2025-04-25 11:29:24",wiwin.dwiutami.hakim,"2025-04-25 11:29:25",wiwin.dwiutami.hakim
Halodoc Home Care Manado TMC,292,37,timezone,Asia/Makassar,1,"2025-04-25 11:29:25",wiwin.dwiutami.hakim,"2025-05-15 21:09:34",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,333,43,time_span_allowed_for_cancellation,"24",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,334,43,time_span_allowed_for_reschedule,"24",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,335,43,transportation_fee_condition,false,,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,336,43,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,337,43,transportation_fee,"0",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,338,43,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,339,43,min_cart_price,"0",,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Medan TMC,340,43,timezone,Asia/Jakarta,1,"2025-04-28 14:26:39",wiwin.dwiutami.hakim,"2025-04-28 14:26:39",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,325,42,time_span_allowed_for_cancellation,"24",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,326,42,time_span_allowed_for_reschedule,"24",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,327,42,transportation_fee_condition,false,,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,328,42,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,329,42,transportation_fee,"0",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,330,42,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,331,42,min_cart_price,"0",,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Palembang TMC,332,42,timezone,Asia/Jakarta,1,"2025-04-28 14:25:59",wiwin.dwiutami.hakim,"2025-04-28 14:25:59",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,301,39,time_span_allowed_for_cancellation,"24",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,302,39,time_span_allowed_for_reschedule,"24",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,303,39,transportation_fee_condition,false,,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,304,39,time_span_allowed_for_cancellation_unit,HOURS,,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,305,39,transportation_fee,"0",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,306,39,time_span_allowed_for_reschedule_unit,HOURS,,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,307,39,min_cart_price,"0",,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-04-25 11:30:54",wiwin.dwiutami.hakim
Halodoc Home Care Samarinda TMC,308,39,timezone,Asia/Makassar,1,"2025-04-25 11:30:54",wiwin.dwiutami.hakim,"2025-05-08 18:56:36",wiwin.dwiutami.hakim
Halodoc Home Care Semarang INTIBIOS,53,14,time_span_allowed_for_cancellation,"24",,"2024-03-28 13:42:31",audhy.prabowo,"2024-03-28 13:42:31",audhy.prabowo
Halodoc Home Care Semarang INTIBIOS,54,14,time_span_allowed_for_reschedule,"24",,"2024-03-28 13:42:31",audhy.prabowo,"2024-03-28 13:42:31",audhy.prabowo
Halodoc Home Care Semarang INTIBIOS,55,14,time_span_allowed_for_cancellation_unit,HOURS,,"2024-03-28 13:42:31",audhy.prabowo,"2024-03-28 13:42:31",audhy.prabowo
Halodoc Home Care Semarang INTIBIOS,56,14,time_span_allowed_for_reschedule_unit,HOURS,,"2024-03-28 13:42:31",audhy.prabowo,"2024-03-28 13:42:31",audhy.prabowo
Halodoc Home Care Semarang INTIBIOS,115,14,transportation_fee_condition,false,,"2024-05-30 05:56:10",putri.lusiana,"2024-05-30 05:56:10",putri.lusiana
Halodoc Home Care Semarang INTIBIOS,116,14,transportation_fee,"0",,"2024-05-30 05:56:10",putri.lusiana,"2024-05-30 05:56:10",putri.lusiana
Halodoc Home Care Semarang INTIBIOS,117,14,min_cart_price,"0",,"2024-05-30 05:56:10",putri.lusiana,"2024-05-30 05:56:10",putri.lusiana
Halodoc Home Care Semarang INTIBIOS,180,14,timezone,Asia/Jakarta,1,"2024-08-30 18:28:02",wiwin.dwiutami.hakim,"2024-08-30 18:28:02",wiwin.dwiutami.hakim
Halodoc Home Care Semarang INTIBIOS,181,14,timezone,Asia/Jakarta,1,"2024-08-30 18:28:02",wiwin.dwiutami.hakim,"2024-08-30 18:28:02",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,256,34,time_span_allowed_for_cancellation,"24",,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,257,34,time_span_allowed_for_reschedule,"24",,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,258,34,transportation_fee_condition,false,,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,259,34,time_span_allowed_for_cancellation_unit,HOURS,,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,260,34,transportation_fee,"0",,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,261,34,time_span_allowed_for_reschedule_unit,HOURS,,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,262,34,min_cart_price,"0",,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Semarang TMC,263,34,timezone,Asia/Jakarta,1,"2025-01-16 16:36:04",wiwin.dwiutami.hakim,"2025-01-16 16:36:04",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya,5,2,time_span_allowed_for_cancellation,"24",1,"2022-11-16 14:14:51",Dev Token,"2023-01-26 16:08:31",audhy.prabowo
Halodoc Home Care Surabaya,6,2,time_span_allowed_for_reschedule,"24",1,"2022-11-16 14:14:51",Dev Token,"2024-03-14 23:02:30",audhy.prabowo
Halodoc Home Care Surabaya,7,2,time_span_allowed_for_cancellation_unit,HOURS,1,"2022-11-16 14:14:51",Dev Token,"2022-11-16 14:14:51",Dev Token
Halodoc Home Care Surabaya,8,2,time_span_allowed_for_reschedule_unit,HOURS,1,"2022-11-16 14:14:51",Dev Token,"2022-11-16 14:14:51",Dev Token
Halodoc Home Care Surabaya,264,2,transportation_fee_condition,false,,"2025-02-14 11:12:47",wiwin.dwiutami.hakim,"2025-02-14 11:12:47",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya,265,2,transportation_fee,"0",,"2025-02-14 11:12:47",wiwin.dwiutami.hakim,"2025-02-14 11:12:47",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya,266,2,min_cart_price,"0",,"2025-02-14 11:12:47",wiwin.dwiutami.hakim,"2025-02-14 11:12:47",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya,267,2,timezone,Asia/Jakarta,1,"2025-02-14 11:12:47",wiwin.dwiutami.hakim,"2025-02-14 11:12:47",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya,268,2,timezone,Asia/Jakarta,1,"2025-02-14 11:12:47",wiwin.dwiutami.hakim,"2025-02-14 11:12:47",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,121,19,time_span_allowed_for_cancellation,"24",,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,122,19,time_span_allowed_for_reschedule,"24",,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,123,19,transportation_fee_condition,false,,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,124,19,time_span_allowed_for_cancellation_unit,HOURS,,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,125,19,transportation_fee,"0",,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,126,19,time_span_allowed_for_reschedule_unit,HOURS,,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya 2,127,19,min_cart_price,"0",,"2024-06-05 11:47:55",wiwin.dwiutami.hakim,"2024-06-05 11:47:55",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,248,32,time_span_allowed_for_cancellation,"24",,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,249,32,time_span_allowed_for_reschedule,"24",,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,250,32,transportation_fee_condition,false,,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,251,32,time_span_allowed_for_cancellation_unit,HOURS,,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,252,32,transportation_fee,"0",,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,253,32,time_span_allowed_for_reschedule_unit,HOURS,,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,254,32,min_cart_price,"0",,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Surabaya TMC,255,32,timezone,Asia/Jakarta,1,"2025-01-16 16:34:17",wiwin.dwiutami.hakim,"2025-01-16 16:34:17",wiwin.dwiutami.hakim
Halodoc Home Care Tangerang,37,10,time_span_allowed_for_cancellation,"24",,"2024-03-15 05:40:26",audhy.prabowo,"2024-03-15 05:40:26",audhy.prabowo
Halodoc Home Care Tangerang,38,10,time_span_allowed_for_reschedule,"24",,"2024-03-15 05:40:26",audhy.prabowo,"2024-03-15 05:40:26",audhy.prabowo
Halodoc Home Care Tangerang,39,10,time_span_allowed_for_cancellation_unit,HOURS,,"2024-03-15 05:40:26",audhy.prabowo,"2024-03-15 05:40:26",audhy.prabowo
Halodoc Home Care Tangerang,40,10,time_span_allowed_for_reschedule_unit,HOURS,,"2024-03-15 05:40:26",audhy.prabowo,"2024-03-15 05:40:26",audhy.prabowo
Halodoc Home Care Tangerang,86,10,transportation_fee_condition,true,,"2024-04-06 11:49:09",m.safwan.aji,"2024-04-08 11:24:42",roy.haryanto
Halodoc Home Care Tangerang,87,10,transportation_fee,"25000",,"2024-04-06 11:49:09",m.safwan.aji,"2024-04-08 11:24:42",roy.haryanto
Halodoc Home Care Tangerang,88,10,min_cart_price,"250000",,"2024-04-06 11:49:09",m.safwan.aji,"2024-04-23 13:48:50",roy.haryanto
Halodoc Home Care Tangerang,134,10,timezone,Asia/Jakarta,1,"2024-06-19 21:06:51",faoul.djoyo,"2024-06-19 21:06:51",faoul.djoyo
Halodoc Home Care Tangerang,135,10,timezone,Asia/Jakarta,1,"2024-06-19 21:06:51",faoul.djoyo,"2024-06-19 21:06:51",faoul.djoyo
Halodoc Home Care Tangerang Rural,61,16,time_span_allowed_for_cancellation,"24",,"2024-04-01 14:39:48",wiwin.dwiutami.hakim,"2024-04-01 14:39:48",wiwin.dwiutami.hakim
Halodoc Home Care Tangerang Rural,62,16,time_span_allowed_for_reschedule,"24",,"2024-04-01 14:39:48",wiwin.dwiutami.hakim,"2024-04-01 14:39:48",wiwin.dwiutami.hakim
Halodoc Home Care Tangerang Rural,63,16,time_span_allowed_for_cancellation_unit,HOURS,,"2024-04-01 14:39:48",wiwin.dwiutami.hakim,"2024-04-01 14:39:48",wiwin.dwiutami.hakim
Halodoc Home Care Tangerang Rural,64,16,time_span_allowed_for_reschedule_unit,HOURS,,"2024-04-01 14:39:48",wiwin.dwiutami.hakim,"2024-04-01 14:39:48",wiwin.dwiutami.hakim
Halodoc Home Care Tangerang Rural,89,16,transportation_fee_condition,true,,"2024-04-07 07:45:57",nabila.sauzan,"2024-04-08 11:26:26",roy.haryanto
Halodoc Home Care Tangerang Rural,90,16,transportation_fee,"25000",,"2024-04-07 07:45:57",nabila.sauzan,"2024-04-08 11:26:26",roy.haryanto
Halodoc Home Care Tangerang Rural,91,16,min_cart_price,"250000",,"2024-04-07 07:45:57",nabila.sauzan,"2024-04-23 13:49:29",roy.haryanto
Halodoc Home Care Tangerang Rural,162,16,timezone,Asia/Jakarta,1,"2024-07-05 16:09:58",wiwin.dwiutami.hakim,"2024-07-05 16:09:58",wiwin.dwiutami.hakim
Halodoc Home Care Tangerang Rural,163,16,timezone,Asia/Jakarta,1,"2024-07-05 16:09:59",wiwin.dwiutami.hakim,"2024-07-05 16:09:59",wiwin.dwiutami.hakim
Halodoc Home Care Yogyakarta,108,18,time_span_allowed_for_cancellation,"24",,"2024-05-02 11:20:07",wiwin.dwiutami.hakim,"2024-05-02 11:20:07",wiwin.dwiutami.hakim
Halodoc Home Care Yogyakarta,109,18,time_span_allowed_for_reschedule,"24",,"2024-05-02 11:20:07",wiwin.dwiutami.hakim,"2024-05-02 11:20:07",wiwin.dwiutami.hakim
Halodoc Home Care Yogyakarta,110,18,transportation_fee_condition,false,,"2024-05-02 11:20:07",wiwin.dwiutami.hakim,"2024-05-02 11:20:07",wiwin.dwiutami.hakim
Halodoc Home Care Yogyakarta,111,18,time_span_allowed_for_cancellation_unit,HOURS,,"2024-05-02 11:20:07",wiwin.dwiutami.hakim,"2024-05-02 11:20:07",wiwin.dwiutami.hakim
Halodoc Home Care Yogyakarta,112,18,transportation_fee,"0",,"2024-05-02 11:20:07",wiwin.dwiutami.hakim,"2024-05-02 11:20:07",wiwin.dwiutami.hakim
Halodoc Home Care Yogyakarta,113,18,time_span_allowed_for_reschedule_unit,HOURS,,"2024-05-02 11:20:07",wiwin.dwiutami.hakim,"2024-05-02 11:20:07",wiwin.dwiutami.hakim
